"","V1","V2","V3","V4"
"95%",-74.0975371767429,6.99253598253573,NA,NA
"75%",-70.2781741490693,-30.6758215770283,-15.1117449114588,-1.45705309552355
"50%",-65.3810378208,-37.5153496167769,NA,NA
