"","V1","V2","V3","V4"
"95%",NA,-41.8845471693564,32.011701598197,87.4593464570163
"75%",-89.945084417046,-59.7957360689583,54.1740251213021,85.2616103669703
"50%",-77.8382793985598,-72.369377597547,56.5495041493383,84.4726856711101
