"","V1","V2","V3","V4"
"95%",-69.4006570636669,-24.1531618398786,44.4485402375485,82.9409984803826
"75%",-61.0944797488143,-33.6376965054241,54.0352845025573,78.7161956871873
"50%",-55.4995923589091,-39.4366434959977,59.8320225121838,74.7113619516172
