"","V1","V2","V3","V4"
"95%",-82.2302306389891,-53.4782261246055,53.4934311934537,85.5257686258324
"75%",-77.2632146491295,-65.5125318577455,59.3499662550214,83.2783114840083
"50%",62.6026735157298,81.3729664105823,NA,NA
