"","V1","V2","V3","V4"
"95%",-81.088839226834,-32.4087902887889,27.778430042571,77.655205676303
"75%",-75.7210693257547,-42.1063093809161,41.3974726559913,69.424355816056
"50%",-71.9187381480302,-47.0055700196587,50.441594947114,62.1097168833697
