"","V1","V2","V3","V4"
"95%",-82.7188338110658,-49.5400646644055,30.713672075866,62.9982586288284
"75%",-80.5455529008489,-53.5875073133918,39.9279997333167,49.5160931665696
"50%",-76.1667785717631,-59.2099200419441,NA,NA
