"","V1","V2","V3","V4"
"95%",-79.6868636551711,-34.3141508504678,-7.25685519383464,86.951641179336
"75%",-71.5201133785684,-56.3392875127819,20.8596747291315,85.4020069758146
"50%",26.8350882247139,48.9191090192995,62.4103962979892,84.2763743050379
