"","V1","V2","V3","V4","V5","V6"
"95%",-79.9879572144502,-22.8977683576929,-15.8554415621967,15.8554415621967,22.8977683576929,79.9879572144502
"75%",-73.4768446172104,-33.3401017602052,-3.66792157943369,3.66792157943371,33.3401017602052,73.4768446172104
"50%",-66.114189765678,-42.5246132673145,42.5246132673145,66.114189765678,NA,NA
