0	54.0
1	57.1
2	59.5
3	63.1
4	67.2
5	70.8
6	67.3
7	60.6
8	74.1
9	64.0
10	65.4
11	58.1
12	61.2
13	61.8
14	63.6
15	64.1
16	63.7
17	65.6
18	67.9
19	68.7
20	67.4
21	63.4
22	63.7
23	63.7
24	65.6
25	65.6
26	62.9
27	63.4
28	62.8
29	62.4
30	62.3
31	49.3
32	51.7
33	51.9
34	56.7
35	57.5
36	59.5
37	59.5
38	69.3
39	74.9
40	79.3
41	63.7
42	67.4
43	71.2
44	74.7
45	76.7
46	79.2
47	72.4
48	69.8
49	72.5
50	75.0
51	66.0
52	69.9
53	72.6
54	74.2
55	76.6
56	76.3
57	80.5
58	86.1
59	88.7
60	97.6
61	98.9
62	104.7
63	110.3
64	115.9
65	121.4
66	124.3
67	128.7
68	131.8
69	135.8
70	142.5
71	145.1
72	150.6
73	151.1
74	154.8
75	158.5
76	161.0
77	164.2
78	169.3
79	168.4
80	164.4
81	169.3
82	169.9
83	169.5
84	148.5
85	150.9
86	153.0
87	153.1
88	154.8
89	152.7
90	153.5
91	140.1
92	143.5
93	144.2
94	145.4
95	146.3
96	146.4
97	148.1
98	148.1
99	150.6
100	151.6
101	145.7
102	147.2
103	149.0
104	151.3
105	154.4
106	154.2
107	157.2
108	158.5
109	160.2
110	160.2
111	143.5
112	145.6
113	147.4
114	149.4
115	152.5
116	153.5
117	154.6
118	155.0
119	149.9
120	144.7
121	127.3
122	110.7
123	108.9
124	106.3
125	103.3
126	103.3
127	97.9
128	97.3
129	95.3
130	93.8
131	74.9
132	70.0
133	71.7
134	82.4
135	83.0
136	83.1
137	84.6
138	86.6
139	88.2
140	90.1
