"","V1","V2","V3","V4"
"95%",-80.8771379052603,-28.7088122996804,28.7088122996804,80.8771379052603
"75%",-73.8539655891566,-39.8104112125346,39.8104112125346,73.8539655891566
"50%",-67.7369891845806,-46.7081755226801,46.7081755226801,67.7369891845806
