"","V1","V2","V3","V4"
"95%",-76.3177407164488,-34.6507033902205,34.6507033902205,76.3177407164488
"75%",-70.2267531491001,-43.6692034276794,43.6692034276794,70.2267531491001
"50%",-65.212467286697,-49.4754393486909,49.4754393486909,65.212467286697
