"","V1","V2","V3","V4"
"95%",-83.5307704654708,-24.4663040644565,24.4663040644565,83.5307704654708
"75%",-77.093974471155,-41.5878549671645,41.5878549671645,77.093974471155
"50%",-72.4339375924129,-52.8189390665561,52.8189390665561,72.4339375924129
