"","V1","V2","V3","V4"
"95%",-71.5626227562921,-24.3449192240713,24.3449192240713,71.5626227562921
"75%",-63.2869342628899,-33.9569708747349,33.9569708747349,63.2869342628899
"50%",-57.5071873617538,-39.9247141394473,39.9247141394473,57.5071873617538
