"","V1","V2","V3","V4"
"95%",-84.3760689948223,-53.9588854850532,53.9588854850532,84.3760689948223
"75%",-80.8571350398072,-62.0047288588192,62.0047288588192,80.8571350398072
"50%",-77.8119937183306,-66.4228660161782,66.4228660161782,77.8119937183306
