"","V1","V2","V3","V4"
"95%",-86.2260078416976,-37.2644650559127,37.2644650559127,86.2260078416976
"75%",-83.0642943098565,-59.3919057666528,59.3919057666528,83.0642943098565
"50%",-78.6070629557362,-65.6053132976157,65.6053132976157,78.6070629557362
