LithologyCode,LithNumber,OldIDNumber,LAT,NS,LONG,EW,Continent,Country,GeogComments,LMU,Period,Stage,AgeComments, ,Lithology,Formation,LithComments,PrimaryReference,SeeAlso, 
E,1,E5034,30,N,7.0,E,Africa,Algeria,eastern Algeria,Upper,Cretaceous,Senonian,"Busson(1970b, Fig. 100), for widspread Cenomanian,as well as ""Senonian""",,Evaporites,,,"Merabet,Popov(1972)","see also Claret,Tempere(1967); Busson,Cornee(1991)",
E,2,E5035,29,N,0.0,,Africa,Algeria,Timimoun Basin,Upper,Cretaceous,Senonian,,,Evaporites,,,Sonatrach(1979),,
E,3,E5036,33,N,2.0,E,Africa,Algeria,western Saharan Atlas,Upper,Cretaceous,,mid-Cretaceous,,Evaporites,,,Sonatrach(1979),,
E,4,E5038,31,N,26.5,E,Africa,Egypt,,Upper,Cretaceous,Satonian-Coniacian,,,Evaporites,Ano Roash,anhydrite  ,Abdel-Kireen et al.(1996),,
E,5,E5039,5,N,5.0,E,Africa,Ethiopia,Ogadan region,L - U?,Cretaceous,,,,Gypsum,Mustahil and Ferer Gypsums Frms,,Barnes(1967),,
E,6,E5043,31,N,13.0,E,Africa,Libya,,Upper,Cretaceous,Maastrichtian,,,Gypsum,Upper and Lower Tar Marl Members,,"Lefeld,Uberna(1992)",,
E,7,E5044,31,N,12.0,E,Africa,Libya,northwestern Libya,Upper,Cretaceous,Campanian,,,Gypsum,Mizdah and Al Gharbiyah Frms,,"Mairn,Salaj(1992)",,
E,8,E5045,29,N,16.0,E,Africa,Libya,northern Libya,Upper,Cretaceous,Maastrichtian,,,Gypsum,,,"Eliagoubi,Powell(1980)",,
E,9,E5045.2,31,N,14.5,E,Africa,Libya,,Upper,Cretaceous,Maastrichtian,,,Evaporites,Lower Tar Member,,Imam(2001),,
E,10,E5045.3,27.5,N,22.5,E,Africa,Libya,,Upper,Cretaceous,Campanian and Maastrichtian,,,Evaporites,Rakb II and I,,Bu-Argoub(1996),,
E,11,E5042,30,N,10.0,E,Africa,Libya,western Libya,Upper,Cretaceous,Campanian,,,Gypsum,Thala Member of the Mizdah Frm,,"Troger,Rohlich(1992)",,
E,12,E5045.1,25,N,23.8,E,Africa,Libya,north side of the Kufra Basin,Upper,Cretaceous,under Campanian-Maastrichtian,,,Evaporites,,fossiliferous carbonates,Luning et al.(2000),,
E,13,E5045.4,31,N,14.5,E,Africa,Libya,,Upper,Cretaceous,Maastrichtian,,,Evaporites,Lower Tar Member,,Imam(2001),,
E,14,E5046,20,N,0.0,,Africa,Mali,"northeastern Mali, west of Adrar des Isforas ",Upper,Cretaceous,,,,Gypsum,,,"Lefranc,Guiraud(1990)",,
E,15,E5048,31,N,-5.0,W,Africa,Morocco,mid and High Atlas,Upper,Cretaceous,Cenomanian-Turonian to Campanian,,,Evaporites,,,"Ziegler(1988,Pl. 28)",,
E,16,E5049,31,N,-9.0,W,Africa,Morocco,d'Imi n'Tanout,Upper,Cretaceous,Cenomanian and Maastrichtian,,,Evaporites,,,"Daoudi,Deconinck(1994)",
E,17,E5047,33,N,-7.0,W,Africa,Morocco,,Upper,Cretaceous,Senonian,,,Evaporites,,,Salvan(1972),
E,18,E5050,-24,S,35.0,E,Africa,Mozambique,,Upper,Cretaceous,Late Campanian-Maastrichtian,,,Evaporites,Grudja,,Forster(1975),
E,19,E5051,18,N,7.0,E,Africa,Niger,,Upper,Cretaceous,Cenomanian-Turonian as well as in the Senonian,"see also Moody(1997), for Cenomanian and Turonian",,Evaporites,,gypsiferous clays and salt,Greigert(1966),
E,20,E5053,13,N,6.0,E,Africa,Nigeria,northwestern Nigeria,Upper,Cretaceous,Maastrichtian,,,Gypsum,Dukamaje Frm overlying the coal-bearing Taloka Frm,,Petters(1979),
E,21,E5053.1,6,N,8.0,E,Africa,Nigeria,,Upper,Cretaceous,Campanian-Maastrichtian,,,Evaporites,"""Lower Coal Measures""",,Salami(1991),
E,22,E5054,13,N,10.0,E,Africa,Nigeria,Chad Basin,Upper,Cretaceous,Turonian-Santonian,,,Evaporites,Fika Shale,Kinasar- 1 borehole,Okosun(1992),
E,23,E5055,5,N,48.0,E,Africa,Somalia,coastal Somalia,L - U?,Cretaceous,,,,Evaporites,,,Barnes(1976),"see also Mbede,Dualeh(1997)"
E,24,E5056,-27,S,33.0,E,Africa,South Africa,,Upper,Cretaceous,Coniacian to Campanian,,,Evaporites,,,"Dingle et al.(1983, Fig.131, and p. 221)",
E,25,E5057,-25,S,33.0,E,Africa,South Africa,,Upper,Cretaceous,Campanian,,,Evaporites,,,"Dingle et al.(1983, Fig.131, and p. 221)",
E,26,E5058,-20,S,25.0,E,Africa,South Africa,northern Botswana,Upper,Cretaceous,,,,Evaporites,Kalahari Group,possible lacustrine evaporites,"Duplessis,Le Roux(1995)",
E,27,E5061,37,N,82.0,E,Asia,China,Northwest China:southern Xinjiang,Upper,Cretaceous,"Maastrichtian,Turonian-Santonian",,,Evaporites,,marine evaporites,Pan Hua-Zhang(1990),
E,28,E5062,40,N,75.0,E,Asia,China,Northwest China:Wucha,Upper,Cretaceous,,,,Gypsum,Kukeba and Wuyikake Frms,,The Compiling Group of the Regional Stratagraphic Chart of Xinjiang(1981),
E,29,E5063,38,N,76.0,E,Asia,China,Northwest China:southern Yinjisha,Upper,Cretaceous,,,,Gypsum,Kukeba and Wuyikake and Yinjisha Frms,,The Compiling Group of the Regional Stratagraphic Chart of Xinjiang(1981),
E,30,E5064,38,N,78.0,E,Asia,China,Northwest China:Pishan,Upper,Cretaceous,,,,Gypsum,Keliyang,,The Compiling Group of the Regional Stratagraphic Chart of Xinjiang(1981),
