LithologyCode,LithNumber,OldIDNumber,LAT,NS,LONG,EW,Latitude,Longitude,Continent,Country,GeogComments,LMU,Period,Stage,AgeComments,Lithology,Formation,LithComments,PrimaryReference,SeeAlso
A,1,,-63,,-60.6,,-630,-606,ANTARCTICA,,,,,,,,,,,
A,214,,-4.3,,152.2,,-43,1522,NEW BRIT.,,,,,,,,,,,
A,227,,-6.1,,155.2,,-61,1552,SOLOMON IS,,,,,,,,,,,
A,234,,-8.9,,148.2,,-89,1482,PAPUA N.G.,,,,,,,,,,,
A,236,,-9,,157.9,,-90,1579,SOLOMON IS,,,,,,,,,,,
A,238,,-9.1,,159.8,,-91,1598,SOLOMON IS,,,,,,,,,,,
A,247,,-9.6,,149.1,,-96,1491,PAPUA N.G.,,,,,,,,,,,
A,515,,-16.9,,168.5,,-169,1685,NEW HEBRI.,,,,,,,,,,,
A,585,,-18.1,,-174.3,,-181,-1743,TONGA ISL.,,,,,,,,,,,
A,628,,-18.8,,-174.6,,-188,-1746,TONGA ISL.,,,,,,,,,,,
A,677,,-19.5,,169.4,,-195,1694,NEW HEBRI.,,,,,,,,,,,
A,695,,-19.8,,-175.1,,-198,-1751,TONGA ISL.,,,,,,,,,,,
A,725,,-20.3,,-175.4,,-203,-1754,TONGA ISL.,,,,,,,,,,,
A,985,,-29.3,,-177.9,,-293,-1779,KERMADEC,,,,,,,,,,,
A,1050,,-37.5,,177.2,,-375,1772,NEW ZEAL.,,,,,,,,,,,
A,1054,,-38.2,,176.5,,-382,1765,NEW ZEAL.,,,,,,,,,,,
A,1056,,-38.7,,176,,-387,1760,NEW ZEAL.,,,,,,,,,,,
A,1060,,-39.3,,174,,-393,1740,NEW ZEAL.,,,,,,,,,,,
A,1061,,-39.3,,175.5,,-393,1755,NEW ZEAL.,,,,,,,,,,,
A,1213,,51.8,,-178.8,,518,-1788,USA/ALASKA,,,,,,,,,,,
A,1214,,51.9,,178.5,,519,1785,USA/ALASKA,,,,,,,,,,,
A,1215,,51.9,,179.6,,519,1796,USA/ALASKA,,,,,,,,,,,
A,1216,,51.9,,-177.2,,519,-1772,USA/ALASKA,,,,,,,,,,,
A,1217,,51.9,,-178.1,,519,-1781,USA/ALASKA,,,,,,,,,,,
A,1224,,52.1,,177.6,,521,1776,USA/ALASKA,,,,,,,,,,,
A,1225,,52.1,,-176.1,,521,-1761,USA/ALASKA,,,,,,,,,,,
A,1227,,52.2,,-175.1,,522,-1751,USA/ALASKA,,,,,,,,,,,
A,1228,,52.3,,-172.4,,523,-1724,USA/ALASKA,,,,,,,,,,,
A,1229,,52.3,,-174,,523,-1740,USA/ALASKA,,,,,,,,,,,
A,1230,,52.4,,-174.2,,524,-1742,USA/ALASKA,,,,,,,,,,,
A,1242,,52.5,,-171.3,,525,-1713,USA/ALASKA,,,,,,,,,,,
A,1244,,52.6,,-170.6,,526,-1706,USA/ALASKA,,,,,,,,,,,
A,1251,,52.9,,-170.1,,529,-1701,USA/ALASKA,,,,,,,,,,,
A,1258,,53.1,,-168.7,,531,-1687,USA/ALASKA,,,,,,,,,,,
A,1263,,53.4,,-168,,534,-1680,USA/ALASKA,,,,,,,,,,,
A,1285,,53.9,,-166.4,,539,-1664,USA/ALASKA,,,,,,,,,,,
A,1293,,54.1,,-166,,541,-1660,USA/ALASKA,,,,,,,,,,,
A,1318,,54.6,,-164.7,,546,-1647,USA/ALASKA,,,,,,,,,,,
A,1322,,54.7,,-164,,547,-1640,USA/ALASKA,,,,,,,,,,,
A,1345,,55.4,,-161.9,,554,-1619,USA/ALASKA,,,,,,,,,,,
A,1382,,56.2,,-159.4,,562,-1594,USA/ALASKA,,,,,,,,,,,
A,1430,,56.9,,-158.2,,569,-1582,USA/ALASKA,,,,,,,,,,,
A,1451,,57.1,,-157,,571,-1570,USA/ALASKA,,,,,,,,,,,
A,1483,,57.7,,-156.3,,577,-1563,USA/ALASKA,,,,,,,,,,,
A,1583,,59.4,,-153.4,,594,-1534,USA/ALASKA,,,,,,,,,,,
A,1668,,60.5,,-152.7,,605,-1527,USA/ALASKA,,,,,,,,,,,
A,1746,,62,,-144,,620,-1440,USA/AK,,,,,,,,,,,
A,2143,,24.6,,123.9,,246,1239,RYUKYU ISL,,,,,,,,,,,
A,2193,,27.9,,128.2,,279,1282,RYUKYU ISL,,,,,,,,,,,
A,2221,,29.5,,129.7,,295,1297,RYUKYU ISL,,,,,,,,,,,
A,2262,,30.4,,130.3,,304,1303,RYUKYU ISL,,,,,,,,,,,
A,2308,,31.2,,130.5,,312,1305,JAPAN,,,,,,,,,,,
A,2341,,31.9,,130.9,,319,1309,JAPAN,,,,,,,,,,,
A,2382,,32.7,,130.3,,327,1303,JAPAN,,,,,,,,,,,
A,2393,,32.9,,131.1,,329,1311,JAPAN,,,,,,,,,,,
A,2513,,35.3,,138.7,,353,1387,JAPAN,,,,,,,,,,,
A,2551,,36.2,,136.8,,362,1368,JAPAN,,,,,,,,,,,
A,2552,,36.2,,137.6,,362,1376,JAPAN,,,,,,,,,,,
A,2563,,36.4,,138.5,,364,1385,JAPAN,,,,,,,,,,,
A,2573,,36.5,,139.2,,365,1392,JAPAN,,,,,,,,,,,
A,2587,,36.9,,138,,369,1380,JAPAN,,,,,,,,,,,
A,2594,,37.1,,140,,371,1400,JAPAN,,,,,,,,,,,
A,2634,,37.7,,140.2,,377,1402,JAPAN,,,,,,,,,,,
A,2657,,38.1,,140.4,,381,1404,JAPAN,,,,,,,,,,,
A,2724,,39,,140.8,,390,1408,JAPAN,,,,,,,,,,,
A,2729,,39.1,,140,,391,1400,JAPAN,,,,,,,,,,,
A,2792,,39.8,,141,,398,1410,JAPAN,,,,,,,,,,,
A,2847,,40.6,,140.3,,406,1403,JAPAN,,,,,,,,,,,
A,2894,,41.5,,139.4,,415,1394,JAPAN,,,,,,,,,,,
A,2918,,42.1,,140.7,,421,1407,JAPAN,,,,,,,,,,,
A,2948,,42.7,,141.4,,427,1414,JAPAN,,,,,,,,,,,
A,2979,,43.4,,142.7,,434,1427,JAPAN,,,,,,,,,,,
A,2980,,43.4,,144,,434,1440,JAPAN,,,,,,,,,,,
A,2999,,44.1,,145.2,,441,1452,JAPAN,,,,,,,,,,,
A,3669,,28.3,,61.4,,283,614,PAKISTAN,,,,,,,,,,,
A,5337,,1.2,,-77.3,,12,-773,COLOMBIA,,,,,,,,,,,
A,5340,,1.5,,-76.9,,15,-769,COLOMBIA,,,,,,,,,,,
A,5345,,2.4,,-76.4,,24,-764,COLOMBIA,,,,,,,,,,,
A,5357,,4.9,,-75.4,,49,-754,COLOMBIA,,,,,,,,,,,
A,5365,,10.2,,-84.2,,102,-842,COSTA RICA,,,,,,,,,,,
A,5366,,12.4,,-86.5,,124,-865,NICARAGUA,,,,,,,,,,,
A,5369,,-0.2,,-78.6,,-2,-786,ECUADOR,,,,,,,,,,,
A,5373,,-0.5,,-77.7,,-5,-777,ECUADOR,,,,,,,,,,,
A,5377,,-1.2,,-78.2,,-12,-782,ECUADOR,,,,,,,,,,,
A,5378,,-2,,-78.3,,-20,-783,ECUADOR,,,,,,,,,,,
A,5459,,-16.3,,-71.4,,-163,-714,PERU,,,,,,,,,,,
A,5462,,-16.6,,-70.9,,-166,-709,PERU,,,,,,,,,,,
A,5465,,-17,,-70.4,,-170,-704,PERU,,,,,,,,,,,
A,5477,,-18.4,,-69.1,,-184,-691,CHILE,,,,,,,,,,,
A,5484,,-19.1,,-68.8,,-191,-688,CHILE,,,,,,,,,,,
A,5512,,-21.9,,-68.4,,-219,-684,CHILE,,,,,,,,,,,
A,5519,,-23.4,,-67.7,,-234,-677,CHILE,,,,,,,,,,,
A,5524,,-24.7,,-68.5,,-247,-685,CHILE,,,,,,,,,,,
A,5535,,-33.4,,-69.8,,-334,-698,ARGENTINA,,,,,,,,,,,
A,5538,,-33.8,,-69.9,,-338,-699,ARGENTINA,,,,,,,,,,,
A,5540,,-35.2,,-70.6,,-352,-706,CHILE,,,,,,,,,,,
A,5542,,-35.7,,-70.8,,-357,-708,CHILE,,,,,,,,,,,
A,5544,,-36.9,,-71.4,,-369,-714,CHILE,,,,,,,,,,,
A,5550,,-37.4,,-71.4,,-374,-714,CHILE,,,,,,,,,,,
A,5551,,-37.8,,-71.2,,-378,-712,CHILE,,,,,,,,,,,
A,5555,,-38.7,,-71.7,,-387,-717,CHILE,,,,,,,,,,,
A,5558,,-39.4,,-71.9,,-394,-719,CHILE,,,,,,,,,,,
A,5559,,-39.9,,-72,,-399,-720,CHILE,,,,,,,,,,,
A,5562,,-40.6,,-72.1,,-406,-721,CHILE,,,,,,,,,,,
A,5564,,-41.1,,-72.5,,-411,-725,CHILE,,,,,,,,,,,
A,5565,,-42.3,,-72.7,,-423,-727,CHILE,,,,,,,,,,,
A,5566,,-42.8,,-72.4,,-428,-724,CHILE,,,,,,,,,,,
A,5567,,-43.2,,-72.8,,-432,-728,CHILE,,,,,,,,,,,
A,5570,,-49,,-73.5,,-490,-735,CHILE,,,,,,,,,,,
A,5579,,-52.3,,-73.4,,-523,-734,CHILE,,,,,,,,,,,
A,5626,,0.7,,99.5,,7,995,INDON./SUM,,,,,,,,,,,
A,5630,,0.8,,127.3,,8,1273,INDON./HAL,,,,,,,,,,,
A,5639,,1.1,,124.7,,11,1247,INDON./CEL,,,,,,,,,,,
A,5653,,1.5,,125.2,,15,1252,INDON./CEL,,,,,,,,,,,
A,5657,,1.7,,127.9,,17,1279,INDON./HAL,,,,,,,,,,,
A,5668,,2.3,,125.4,,23,1254,INDON./SAN,,,,,,,,,,,
A,5678,,2.8,,125.5,,28,1255,INDON./SAN,,,,,,,,,,,
A,5684,,3.1,,125.5,,31,1255,INDON./SAN,,,,,,,,,,,
A,5695,,3.7,,125.5,,37,1255,INDON./SAN,,,,,,,,,,,
A,5701,,4,,128.2,,40,1282,INDON./SAN,,,,,,,,,,,
A,5714,,4.9,,96.3,,49,963,INDON./SUM,,,,,,,,,,,
A,5724,,5.4,,95.6,,54,956,INDON./SUM,,,,,,,,,,,
A,5726,,5.4,,125.4,,54,1254,PHILIPPINE,,,,,,,,,,,
A,5735,,5.9,,121.2,,59,1212,PHILIPPINE,,,,,,,,,,,
A,5795,,7.7,,124.5,,77,1245,PHILIPPINE,,,,,,,,,,,
A,5842,,9.2,,124.7,,92,1247,PHILIPPINE,,,,,,,,,,,
A,5874,,10.4,,123.1,,104,1231,PHILIPPINE,,,,,,,,,,,
A,5916,,12.2,,93.8,,122,938,INDIA/AND.,,,,,,,,,,,
A,5924,,12.8,,124,,128,1240,PHILIPPINE,,,,,,,,,,,
A,5932,,13.2,,123.7,,132,1237,PHILIPPINE,,,,,,,,,,,
A,5945,,14,,121,,140,1210,PHILIPPINE,,,,,,,,,,,
A,5971,,18.2,,122.1,,182,1221,PHILIPPINE,,,,,,,,,,,
A,5974,,19.1,,122.2,,191,1222,PHILIPPINE,,,,,,,,,,,
A,5975,,19.5,,121.9,,195,1219,PHILIPPINE,,,,,,,,,,,
A,5980,,20.3,,121.7,,203,1217,PHILIPPINE,,,,,,,,,,,
A,5983,,20.9,,95.3,,209,953,BURMA,,,,,,,,,,,
A,5985,,21.8,,121.2,,218,1212,CHINA SEA,,,,,,,,,,,
A,5992,,24,,121.8,,240,1218,CHINA SEA,,,,,,,,,,,
A,5997,,25.4,,122.3,,254,1223,CHINA SEA,,,,,,,,,,,
A,5998,,26.2,,122.4,,262,1224,CHINA SEA,,,,,,,,,,,
A,6011,,-0.2,,121.6,,-2,1216,INDON./CEL,,,,,,,,,,,
A,6015,,-0.4,,100.3,,-4,1003,INDON./SUM,,,,,,,,,,,
A,6032,,-1,,100.7,,-10,1007,INDON./SUM,,,,,,,,,,,
A,6043,,-1.2,,134,,-12,1340,INDON./NG,,,,,,,,,,,
A,6059,,-1.7,,101.3,,-17,1013,INDON./SUM,,,,,,,,,,,
A,6086,,-2.4,,101.7,,-24,1017,INDON./SUM,,,,,,,,,,,
A,6129,,-3.5,,102.6,,-35,1026,INDON./SUM,,,,,,,,,,,
A,6147,,-4,,103.1,,-40,1031,INDON./SUM,,,,,,,,,,,
A,6159,,-4.3,,152.2,,-43,1522,PAPUA/N.G.,,,,,,,,,,,
A,6165,,-4.5,,129.9,,-45,1299,INDON./BAN,,,,,,,,,,,
A,6169,,-4.6,,146,,-46,1460,PAPUA N.G.,,,,,,,,,,,
A,6180,,-4.9,,151.2,,-49,1512,PAPUA N.G.,,,,,,,,,,,
A,6241,,-6.1,,105.4,,-61,1054,INDON./SUN,,,,,,,,,,,
A,6247,,-6.3,,130,,-63,1300,INDON./BAN,,,,,,,,,,,
A,6258,,-6.6,,124.7,,-66,1247,INDON./BAN,,,,,,,,,,,
A,6259,,-6.6,,126.6,,-66,1266,INDON./BAN,,,,,,,,,,,
A,6260,,-6.7,,106.7,,-67,1067,INDON./JAV,,,,,,,,,,,
A,6263,,-6.8,,107.6,,-68,1076,INDON./JAV,,,,,,,,,,,
A,6273,,-6.9,,108.4,,-69,1084,INDON./JAV,,,,,,,,,,,
A,6279,,-6.9,,129.1,,-69,1291,INDON./BAN,,,,,,,,,,,
A,6291,,-7.1,,128.7,,-71,1287,INDON./BAN,,,,,,,,,,,
A,6295,,-7.2,,108,,-72,1080,INDON./JAV,,,,,,,,,,,
A,6296,,-7.2,,109.2,,-72,1092,INDON./JAV,,,,,,,,,,,
A,6302,,-7.3,,107.7,,-73,1077,INDON./JAV,,,,,,,,,,,
A,6306,,-7.4,,110,,-74,1100,INDON./JAV,,,,,,,,,,,
A,6324,,-7.9,,112.3,,-79,1123,INDON./JAV,,,,,,,,,,,
A,6326,,-8,,113.3,,-80,1133,INDON./JAV,,,,,,,,,,,
A,6327,,-8,,114.2,,-80,1142,INDON./JAV,,,,,,,,,,,
A,6328,,-8.1,,112.9,,-81,1129,INDON./JAV,,,,,,,,,,,
A,6334,,-8.2,,115.4,,-82,1154,INDON./SUN,,,,,,,,,,,
A,6336,,-8.2,,118,,-82,1180,INDON./SUN,,,,,,,,,,,
A,6337,,-8.2,,119,,-82,1190,INDON./SUN,,,,,,,,,,,
A,6352,,-8.3,,123.2,,-83,1232,INDON./SUN,,,,,,,,,,,
A,6358,,-8.4,,116.5,,-84,1165,INDON./SUN,,,,,,,,,,,
A,6363,,-8.5,,124.1,,-85,1241,INDON./SUN,,,,,,,,,,,
A,6364,,-8.7,,121,,-87,1210,INDON./SUN,,,,,,,,,,,
A,6365,,-8.7,,121.8,,-87,1218,INDON./SUN,,,,,,,,,,,
A,6366,,-8.7,,122.4,,-87,1224,INDON./SUN,,,,,,,,,,,
A,6376,,-9.2,,149.1,,-92,1491,PAPUA N.G.,,,,,,,,,,,
A,6398,,-10.5,,165.7,,-105,1657,SOLOMON IL,,,,,,,,,,,
A,6416,,10,,-83.8,,100,-838,COSTA RICA,,,,,,,,,,,
A,6417,,10.1,,-84.1,,101,-841,COSTA RICA,,,,,,,,,,,
A,6422,,10.5,,-84.7,,105,-847,COSTA RICA,,,,,,,,,,,
A,6427,,10.8,,-85.3,,108,-853,COSTA RICA,,,,,,,,,,,
A,6439,,11,,-85.5,,110,-855,COSTA RICA,,,,,,,,,,,
A,6451,,11.5,,-85.6,,115,-856,NICARAGUA,,,,,,,,,,,
A,6461,,11.9,,-86.1,,119,-861,NICARAGUA,,,,,,,,,,,
A,6479,,12.3,,-61.6,,123,-616,W. INDIES,,,,,,,,,,,
A,6497,,12.6,,-86.8,,126,-868,NICARAGUA,,,,,,,,,,,
A,6499,,12.7,,-87,,127,-870,NICARAGUA,,,,,,,,,,,
A,6504,,13,,-87.6,,130,-876,NICARAGUA,,,,,,,,,,,
A,6512,,13.3,,-61.2,,133,-612,W. INDIES,,,,,,,,,,,
A,6515,,13.4,,-88.3,,134,-883,EL SALVAD.,,,,,,,,,,,
A,6518,,13.5,,-87.8,,135,-878,EL SALVAD.,,,,,,,,,,,
A,6523,,13.7,,-89.3,,137,-893,EL SALVAD.,,,,,,,,,,,
A,6524,,13.8,,-61,,138,-610,W. INDIES,,,,,,,,,,,
A,6526,,13.8,,-89.6,,138,-896,EL SALVAD.,,,,,,,,,,,
A,6539,,14.4,,-90.6,,144,-906,GUATEMALA,,,,,,,,,,,
A,6545,,14.5,,-90.9,,145,-909,GUATEMALA,,,,,,,,,,,
A,6548,,14.6,,-91.2,,146,-912,GUATEMALA,,,,,,,,,,,
A,6551,,14.7,,-91.5,,147,-915,GUATEMALA,,,,,,,,,,,
A,6552,,14.8,,-61.2,,148,-612,W. INDIES,,,,,,,,,,,
A,6564,,15,,-91.9,,150,-919,GUATEMALA,,,,,,,,,,,
A,6566,,15.1,,-92.1,,151,-921,MEXICO,,,,,,,,,,,
A,6570,,15.3,,-61.3,,153,-613,W. INDIES,,,,,,,,,,,
A,6588,,16,,-61.7,,160,-617,W. INDIES,,,,,,,,,,,
A,6638,,17.4,,-62.8,,174,-628,W. INDIES,,,,,,,,,,,
A,6685,,19,,-97.3,,190,-973,MEXICO,,,,,,,,,,,
A,6686,,19,,-98.6,,190,-986,MEXICO,,,,,,,,,,,
A,6687,,19,,-101.7,,190,-1017,MEXICO,,,,,,,,,,,
A,6693,,19.4,,-103.7,,194,-1037,MEXICO,,,,,,,,,,,
A,6697,,19.5,,-102.2,,195,-1022,MEXICO,,,,,,,,,,,
A,6734,,21.1,,-104.5,,211,-1045,MEXICO,,,,,,,,,,,
A,7264,,40.5,,-121.5,,405,-1215,USA/CA,,,,,,,,,,,
A,7295,,41.4,,-122.2,,414,-1222,USA/CA,,,,,,,,,,,
A,7429,,45.4,,-122.7,,454,-1227,USA/OR,,,,,,,,,,,
A,7445,,46.2,,-121.7,,462,-1217,USA/WA,,,,,,,,,,,
A,7461,,46.9,,-121.7,,469,-1217,USA/WA,,,,,,,,,,,
A,7462,,46.9,,-121.7,,469,-1217,USA/WA,,,,,,,,,,,
A,7516,,48.8,,-121.8,,488,-1218,USA/WA,,,,,,,,,,,
A,7607,,12.7,,-87,,127,-870,NICARAGUA,,,,,,,,,,,
A,7608,,12.4,,-86.5,,124,-865,NICARAGUA,,,,,,,,,,,
A,7609,,11.5,,-85.6,,115,-856,NICARAGUA,,,,,,,,,,,
A,7610,,10.8,,-85.3,,108,-853,COSTA RICA,,,,,,,,,,,
A,7611,,10.2,,-84.2,,102,-842,COSTA RICA,,,,,,,,,,,
A,7612,,10,,-84.2,,100,-842,COSTA RICA,,,,,,,,,,,
B,80,,-77.5,,167.1,,-775,1671,ANTARCTICA,,,,,,,,,,,
B,209,,-2.4,,147.3,,-24,1473,ADMIRALTY,,,,,,,,,,,
B,212,,-3.6,,144.8,,-36,1448,NEW GUINEA,,,,,,,,,,,
B,213,,-4.1,,145.1,,-41,1451,NEW GUINEA,,,,,,,,,,,
B,216,,-5,,150.1,,-50,1501,NEW BRIT.,,,,,,,,,,,
B,217,,-5,,151.3,,-50,1513,NEW BRIT.,,,,,,,,,,,
B,220,,-5.4,,147.1,,-54,1471,NEW GUINEA,,,,,,,,,,,
B,221,,-5.5,,148.1,,-55,1481,NEW GUINEA,,,,,,,,,,,
B,222,,-5.5,,148.4,,-55,1484,NEW BRIT.,,,,,,,,,,,
B,223,,-5.6,,150.5,,-56,1505,NEW BRIT.,,,,,,,,,,,
B,245,,-9.5,,150,,-95,1500,PAPUA N.G.,,,,,,,,,,,
B,264,,-10.5,,165.7,,-105,1657,SANTA CRUZ,,,,,,,,,,,
B,359,,-13.6,,-172.6,,-136,-1726,W SAMOA,,,,,,,,,,,
B,372,,-13.9,,-171.7,,-139,-1717,SAMOAN ISL,,,,,,,,,,,
B,385,,-14.2,,-169.6,,-142,-1696,SAMOAN ISL,,,,,,,,,,,
B,432,,-15.6,,-175.6,,-156,-1756,TONGA ISL.,,,,,,,,,,,
B,455,,-16.2,,168.1,,-162,1681,NEW HEBRI.,,,,,,,,,,,
B,483,,-16.5,,168.3,,-165,1683,NEW HEBRI.,,,,,,,,,,,
B,484,,-16.5,,168.3,,-165,1683,NEW HEBRI.,,,,,,,,,,,
B,534,,-17.2,,145.5,,-172,1455,AUSTRALIA,,,,,,,,,,,
B,599,,-18.5,,144.7,,-185,1447,AUSTRALIA,,,,,,,,,,,
B,816,,-22.3,,171.3,,-223,1713,MATTH.ISL.,,,,,,,,,,,
B,1038,,-35.5,,173.6,,-355,1736,NEW ZEAL.,,,,,,,,,,,
B,1044,,-36.7,,174.8,,-367,1748,NEW ZEAL.,,,,,,,,,,,
B,1222,,52,,-120.4,,520,-1204,CANADA/BC,,,,,,,,,,,
B,1411,,56.7,,-130.9,,567,-1309,CANADA/BC,,,,,,,,,,,
B,1502,,58,,-131,,580,-1310,CANADA/BC,,,,,,,,,,,
B,1816,,63.6,,-162.6,,636,-1626,USA/AK,,,,,,,,,,,
B,1828,,64,,-148.4,,640,-1484,USA/AK,,,,,,,,,,,
B,2152,,25.1,,98.5,,251,985,CHINA/YN,,,,,,,,,,,
B,2424,,33.5,,126.5,,335,1265,S.KOREA,,,,,,,,,,,
B,2981,,43.5,,103.2,,435,1032,MONGOLIA,,,,,,,,,,,
B,3012,,44.5,,103.7,,445,1037,MONGOLIA,,,,,,,,,,,
B,3033,,44.8,,101,,448,1010,MONGOLIA,,,,,,,,,,,
B,3040,,45,,114,,450,1140,MONGOLIA,,,,,,,,,,,
B,3064,,45.5,,113.5,,455,1135,MONGOLIA,,,,,,,,,,,
B,3076,,45.6,,115,,456,1150,MONGOLIA,,,,,,,,,,,
B,3094,,45.9,,114,,459,1140,MONGOLIA,,,,,,,,,,,
B,3112,,46.3,,115,,463,1150,MONGOLIA,,,,,,,,,,,
B,3227,,48.8,,123.9,,488,1239,CHINA/HL,,,,,,,,,,,
B,3228,,48.8,,126.2,,488,1262,CHINA/HL,,,,,,,,,,,
B,3246,,49.3,,122.3,,493,1223,CHINA/HL,,,,,,,,,,,
B,3247,,49.3,,123.5,,493,1235,CHINA/HL,,,,,,,,,,,
B,3248,,49.3,,125.8,,493,1258,CHINA/HL,,,,,,,,,,,
B,3255,,49.4,,122.9,,494,1229,CHINA/HL,,,,,,,,,,,
B,3261,,49.5,,124.2,,495,1242,CHINA/HL,,,,,,,,,,,
B,3266,,49.8,,123.9,,498,1239,CHINA/HL,,,,,,,,,,,
B,3268,,50,,123.5,,500,1235,CHINA/HL,,,,,,,,,,,
B,3278,,51.3,,99.2,,513,992,MONGOLIA,,,,,,,,,,,
B,3288,,37.8,,-25.5,,378,-255,AZORES,,,,,,,,,,,
B,3289,,38.2,,-26.6,,382,-266,AZORES,,,,,,,,,,,
B,3290,,38.6,,-28.7,,386,-287,AZORES,,,,,,,,,,,
B,3291,,38.7,,-27.3,,387,-273,AZORES,,,,,,,,,,,
B,3464,,63.3,,-20.6,,633,-206,ICELAND,,,,,,,,,,,
B,3468,,63.5,,-23.8,,635,-238,ATLANTIC,,,,,,,,,,,
B,3470,,63.6,,-19.6,,636,-196,ICELAND,,,,,,,,,,,
B,3474,,63.9,,-22.2,,639,-222,ICELAND,,,,,,,,,,,
B,3478,,64,,-16.6,,640,-166,ICELAND,,,,,,,,,,,
B,3479,,64,,-19.7,,640,-197,ICELAND,,,,,,,,,,,
B,3480,,64.1,,-18.2,,641,-182,ICELAND,,,,,,,,,,,
B,3489,,65,,-16.8,,650,-168,ICELAND,,,,,,,,,,,
B,3509,,66.4,,-16.5,,664,-165,ICELAND,,,,,,,,,,,
B,3543,,71.1,,-7.8,,711,-78,JAN MAYEN,,,,,,,,,,,
B,3679,,1.5,,36.4,,15,364,KENYA,,,,,,,,,,,
B,3742,,8.8,,39.7,,88,397,ETHIOPIA,,,,,,,,,,,
B,3745,,9.3,,43.5,,93,435,ETHIOPIA,,,,,,,,,,,
B,3749,,9.8,,44.1,,98,441,SOMALIA,,,,,,,,,,,
B,3751,,10.2,,40.5,,102,405,ETHIOPIA,,,,,,,,,,,
B,3755,,10.7,,40.9,,107,409,ETHIOPIA,,,,,,,,,,,
B,3758,,11.2,,41.2,,112,412,ETHIOPIA,,,,,,,,,,,
B,3761,,11.3,,41.5,,113,415,ETHIOPIA,,,,,,,,,,,
B,3764,,11.6,,42.5,,116,425,DJIBOUTI,,,,,,,,,,,
B,3765,,11.7,,41.4,,117,414,ETHIOPIA,,,,,,,,,,,
B,3766,,11.9,,41.1,,119,411,ETHIOPIA,,,,,,,,,,,
B,3767,,12,,43.9,,120,439,ARABIA,,,,,,,,,,,
B,3768,,12,,45,,120,450,ARABIA,,,,,,,,,,,
B,3770,,12.1,,46.1,,121,461,ARABIA,,,,,,,,,,,
B,3773,,12.6,,41.3,,126,413,ETHIOPIA,,,,,,,,,,,
B,3777,,13.1,,40.7,,131,407,ETHIOPIA,,,,,,,,,,,
B,3779,,13.6,,40.6,,136,406,ETHIOPIA,,,,,,,,,,,
B,3781,,13.8,,41.8,,138,418,ETHIOPIA,,,,,,,,,,,
B,3783,,14,,24.3,,140,243,SUDAN,,,,,,,,,,,
B,3832,,17,,42.5,,170,425,SAUDI ARAB,,,,,,,,,,,
B,3833,,17,,42.9,,170,429,SAUDI ARAB,,,,,,,,,,,
B,3836,,17.9,,41.8,,179,418,SAUDI ARAB,,,,,,,,,,,
B,3872,,18.3,,41.4,,183,414,SAUDI ARAB,,,,,,,,,,,
B,3873,,18.4,,41.6,,184,416,SAUDI ARAB,,,,,,,,,,,
B,3935,,20.4,,41.7,,204,417,SAUDI ARAB,,,,,,,,,,,
B,3938,,20.7,,41.5,,207,415,SAUDI ARAB,,,,,,,,,,,
B,3939,,20.8,,42.3,,208,423,SAUDI ARAB,,,,,,,,,,,
B,3959,,21.1,,41.6,,211,416,SAUDI ARAB,,,,,,,,,,,
B,3963,,21.4,,42.5,,214,425,SAUDI ARAB,,,,,,,,,,,
B,3968,,21.5,,41.9,,215,419,SAUDI ARAB,,,,,,,,,,,
B,3974,,21.8,,42.3,,218,423,SAUDI ARAB,,,,,,,,,,,
B,4034,,24.3,,37.7,,243,377,SAUDI ARAB,,,,,,,,,,,
B,4039,,24.5,,39.6,,245,396,SAUDI ARAB,,,,,,,,,,,
B,4044,,24.9,,37.8,,249,378,SAUDI ARAB,,,,,,,,,,,
B,4045,,24.9,,40.2,,249,402,SAUDI ARAB,,,,,,,,,,,
B,4063,,25.2,,37.1,,252,371,SAUDI ARAB,,,,,,,,,,,
B,4064,,25.2,,39.9,,252,399,SAUDI ARAB,,,,,,,,,,,
B,4065,,25.3,,37.8,,253,378,SAUDI ARAB,,,,,,,,,,,
B,4066,,25.3,,40.3,,253,403,SAUDI ARAB,,,,,,,,,,,
B,4072,,25.7,,39.7,,257,397,SAUDI ARAB,,,,,,,,,,,
B,4075,,25.8,,40,,258,400,SAUDI ARAB,,,,,,,,,,,
B,4084,,26,,40.4,,260,404,SAUDI ARAB,,,,,,,,,,,
B,4103,,26.6,,40.3,,266,403,SAUDI ARAB,,,,,,,,,,,
B,4105,,26.7,,39.8,,267,398,SAUDI ARAB,,,,,,,,,,,
B,4121,,27.4,,37.4,,274,374,SAUDI ARAB,,,,,,,,,,,
B,4209,,31.4,,35.7,,314,357,JORDAN,,,,,,,,,,,
B,4238,,32.5,,36.6,,325,366,SYRIA,,,,,,,,,,,
B,4247,,32.9,,35.8,,329,358,SYRIA,,,,,,,,,,,
B,4248,,32.9,,36.3,,329,363,SYRIA,,,,,,,,,,,
B,4259,,33,,37.3,,330,373,SYRIA,,,,,,,,,,,
B,4262,,33.1,,36.8,,331,368,SYRIA,,,,,,,,,,,
B,4270,,33.3,,36.1,,333,361,SYRIA,,,,,,,,,,,
B,4277,,33.5,,36.7,,335,367,SYRIA,,,,,,,,,,,
B,4278,,33.5,,37.4,,335,374,SYRIA,,,,,,,,,,,
B,5194,,2.4,,36.6,,24,366,KENYA,,,,,,,,,,,
