LithologyCode,LithNumber,OldIDNumber,LAT,NS,LONG,EW,Latitude,Longitude,Continent,Country,GeogComments,LMU,Period,Stage,AgeComments,Lithology,Formation,LithComments,PrimaryReference,SeeAlso
C,5208,,-1.5,,29.4,,-15,294,ZAIRE,,,,,,,,,,,
C,5216,,-2.8,,29.4,,-28,294,RWANDA,,,,,,,,,,,
C,5218,,-3.1,,37.4,,-31,374,TANZANIA,,,,,,,,,,,
C,5257,,-10.5,,30,,-105,300,ZAMBIA,,,,,,,,,,,
C,5329,,-28.6,,28.8,,-286,288,LESOTHO,,,,,,,,,,,
C,5331,,-29.3,,28.8,,-293,288,LESOTHO,,,,,,,,,,,
C,5332,,-34,,22.9,,-340,229,S AFRICA,,,,,,,,,,,
C,5333,,0.1,,-68.2,,1,-682,BRAZIL,,,,,,,,,,,
C,5339,,1.4,,-50.2,,14,-502,BRAZIL,,,,,,,,,,,
C,5353,,4,,-76.3,,40,-763,COLUMBIA,,,,,,,,,,,
C,5358,,7.5,,-59.5,,75,-595,BR GUIANA,,,,,,,,,,,
C,5370,,-0.4,,-61.9,,-4,-619,BRAZIL,,,,,,,,,,,
C,5371,,-0.4,,-62.8,,-4,-628,BRAZIL,,,,,,,,,,,
C,5374,,-0.7,,-49,,-7,-490,BRAZIL,,,,,,,,,,,
C,5376,,-0.8,,-61.2,,-8,-612,BRAZIL,,,,,,,,,,,
C,5382,,-3.6,,-58.4,,-36,-584,BRAZIL,,,,,,,,,,,
C,5386,,-4.5,,-60,,-45,-600,BRAZIL,,,,,,,,,,,
C,5392,,-5,,-62.7,,-50,-627,BRAZIL,,,,,,,,,,,
C,5396,,-6.2,,-35.1,,-62,-351,BRAZIL,,,,,,,,,,,
C,5408,,-7.7,,-34.9,,-77,-349,BRAZIL,,,,,,,,,,,
C,5416,,-8.8,,-35.1,,-88,-351,BRAZIL,,,,,,,,,,,
C,5417,,-8.8,,-65.2,,-88,-652,BRAZIL,,,,,,,,,,,
C,5432,,-10.5,,-69,,-105,-690,BRAZIL,,,,,,,,,,,
C,5436,,-10.8,,-37,,-108,-370,BRAZIL,,,,,,,,,,,
C,5438,,-11.2,,-64.8,,-112,-648,BRAZIL,,,,,,,,,,,
C,5441,,-11.8,,-61,,-118,-610,BRAZIL,,,,,,,,,,,
C,5442,,-12,,-45.5,,-120,-455,BRAZIL,,,,,,,,,,,
C,5444,,-12.5,,-38.4,,-125,-384,BRAZIL,,,,,,,,,,,
C,5448,,-13.7,,-48.2,,-137,-482,BRAZIL,,,,,,,,,,,
C,5450,,-15,,-39,,-150,-390,BRAZIL,,,,,,,,,,,
C,5458,,-16.3,,-46.7,,-163,-467,BRAZIL,,,,,,,,,,,
C,5461,,-16.5,,-39.1,,-165,-391,BRAZIL,,,,,,,,,,,
C,5480,,-19,,-46.2,,-190,-462,BRAZIL,,,,,,,,,,,
C,5496,,-20.2,,-40.2,,-202,-402,BRAZIL,,,,,,,,,,,
C,5497,,-20.3,,-46.9,,-203,-469,BRAZIL,,,,,,,,,,,
C,5500,,-20.5,,-43,,-205,-430,BRAZIL,,,,,,,,,,,
C,5505,,-21.1,,-41,,-211,-410,BRAZIL,,,,,,,,,,,
C,5509,,-21.7,,-42.4,,-217,-424,BRAZIL,,,,,,,,,,,
C,5516,,-22.8,,-42,,-228,-420,BRAZIL,,,,,,,,,,,
C,5517,,-23,,-43.8,,-230,-438,BRAZIL,,,,,,,,,,,
C,5518,,-23.2,,-52.8,,-232,-528,BRAZIL,,,,,,,,,,,
C,5521,,-23.6,,-46.4,,-236,-464,BRAZIL,,,,,,,,,,,
C,5522,,-24.2,,-49,,-242,-490,BRAZIL,,,,,,,,,,,
C,5527,,-25.6,,-48.5,,-256,-485,BRAZIL,,,,,,,,,,,
C,5528,,-25.7,,-53.5,,-257,-535,BRAZIL,,,,,,,,,,,
C,5531,,-27,,-109.3,,-270,-1093,EASTER ISL,,,,,,,,,,,
C,5532,,-29.8,,-50.8,,-298,-508,BRAZIL,,,,,,,,,,,
C,5536,,-33.5,,-78.9,,-335,-789,JUAN FERNA,,,,,,,,,,,
C,5560,,-40.3,,-9.9,,-403,-99,GOUGH ISL,,,,,,,,,,,
C,5568,,-46.9,,37.7,,-469,377,MARION ISL,,,,,,,,,,,
C,5571,,-49.2,,-74.4,,-492,-744,CHILE,,,,,,,,,,,
C,5572,,-50.5,,-72.2,,-505,-722,ARGENTINA,,,,,,,,,,,
C,5573,,-51.3,,-72.8,,-513,-728,CHILE,,,,,,,,,,,
C,5574,,-51.6,,-60.1,,-516,-601,FALKLAND I,,,,,,,,,,,
C,5575,,-51.7,,-57.8,,-517,-578,FALKLAND I,,,,,,,,,,,
C,5576,,-51.8,,-58.9,,-518,-589,FALKLAND,,,,,,,,,,,
C,5577,,-51.8,,-72,,-518,-720,ARGENTINA,,,,,,,,,,,
C,5578,,-51.9,,-74.2,,-519,-742,CHILE,,,,,,,,,,,
C,5580,,-52.4,,-72.6,,-524,-726,CHILE,,,,,,,,,,,
C,5581,,-52.5,,-72.1,,-525,-721,CHILE,,,,,,,,,,,
C,5582,,-52.8,,-71.8,,-528,-718,CHILE,,,,,,,,,,,
C,5583,,-53.3,,-70,,-533,-700,CHILE,,,,,,,,,,,
C,5584,,-53.5,,-69,,-535,-690,CHILE,,,,,,,,,,,
C,5585,,-53.5,,-71.7,,-535,-717,CHILE,,,,,,,,,,,
C,5586,,-53.5,,-73,,-535,-730,CHILE,,,,,,,,,,,
C,5587,,-53.8,,-71,,-538,-710,CHILE,,,,,,,,,,,
C,5588,,-54,,-38,,-540,-380,S GEORGIA,,,,,,,,,,,
C,5589,,-54,,-70,,-540,-700,CHILE,,,,,,,,,,,
C,5590,,-54,,-71.7,,-540,-717,CHILE,,,,,,,,,,,
C,5591,,-54.2,,-36.4,,-542,-364,S GEORGIA,,,,,,,,,,,
C,5592,,-54.2,,-36.5,,-542,-365,S.GEORGIA,,,,,,,,,,,
C,5593,,-54.3,,-69,,-543,-690,CHILE,,,,,,,,,,,
C,5594,,-54.4,,-67,,-544,-670,ARGENTINA,,,,,,,,,,,
C,5595,,-54.4,,-68,,-544,-680,ARGENTINA,,,,,,,,,,,
C,5596,,-54.8,,-64.5,,-548,-645,CHILE,,,,,,,,,,,
C,5597,,-54.8,,-66,,-548,-660,ARGENTINA,,,,,,,,,,,
C,5598,,-55,,-68.6,,-550,-686,CHILE,,,,,,,,,,,
C,5599,,-55.1,,-67.2,,-551,-672,CHILE,,,,,,,,,,,
C,5600,,-55.6,,-67.5,,-556,-675,CHILE,,,,,,,,,,,
C,5607,,-60.7,,-45.6,,-607,-456,S.ORKNEY,,,,,,,,,,,
C,5608,,-62.5,,-59.5,,-625,-595,S SHETLAND,,,,,,,,,,,
C,5609,,-65.2,,-64.3,,-652,-643,ANTARCTICA,,,,,,,,,,,
C,5612,,0.1,,102.2,,1,1022,SUMATRA,,,,,,,,,,,
C,5613,,0.1,,103.5,,1,1035,SUMATRA,,,,,,,,,,,
C,5614,,0.2,,111.2,,2,1112,KALIMANTAN,,,,,,,,,,,
C,5618,,0.3,,99.2,,3,992,SUMATRA,,,,,,,,,,,
C,5622,,0.5,,109,,5,1090,KALIMANTAN,,,,,,,,,,,
C,5625,,0.6,,112.4,,6,1124,KALIMANTAN,,,,,,,,,,,
C,5632,,0.9,,102,,9,1020,SUMATRA,,,,,,,,,,,
C,5648,,1.4,,101,,14,1010,SUMATRA,,,,,,,,,,,
C,5650,,1.5,,98.9,,15,989,SUMATRA,,,,,,,,,,,
C,5651,,1.5,,101.5,,15,1015,SUMATRA,,,,,,,,,,,
C,5652,,1.5,,109.3,,15,1093,KALIMANTAN,,,,,,,,,,,
C,5656,,1.7,,103.3,,17,1033,MALAYA,,,,,,,,,,,
C,5661,,2,,101,,20,1010,SUMATRA,,,,,,,,,,,
C,5663,,2.1,,102.7,,21,1027,MALAYA,,,,,,,,,,,
C,5664,,2.2,,111.2,,22,1112,SARAWAK,,,,,,,,,,,
C,5666,,2.3,,110.8,,23,1108,SARAWAK,,,,,,,,,,,
C,5671,,2.5,,97.7,,25,977,SUMATRA,,,,,,,,,,,
C,5672,,2.5,,100,,25,1000,SUMATRA,,,,,,,,,,,
C,5681,,3,,101.5,,30,1015,MALAYA,,,,,,,,,,,
C,5683,,3,,117.4,,30,1174,KALIMANTAN,,,,,,,,,,,
C,5687,,3.2,,113.4,,32,1134,SARAWAK,,,,,,,,,,,
C,5691,,3.5,,103.3,,35,1033,MALAYA,,,,,,,,,,,
C,5700,,4,,117.3,,40,1173,KALIMANTAN,,,,,,,,,,,
C,5703,,4.2,,114.2,,42,1142,SARAWAK,,,,,,,,,,,
C,5713,,4.8,,115.2,,48,1152,SARAWAK,,,,,,,,,,,
C,5721,,5.3,,103.1,,53,1031,MALAYA,,,,,,,,,,,
C,5723,,5.3,,163,,53,1630,CAROLINE I,,,,,,,,,,,
C,5725,,5.4,,115.5,,54,1155,KALIMANTAN,,,,,,,,,,,
C,5738,,6,,102.2,,60,1022,MALAYA,,,,,,,,,,,
C,5787,,7.4,,151.8,,74,1518,CAROLINE I,,,,,,,,,,,
C,6007,,-0.2,,109.8,,-2,1098,KALIMANTAN,,,,,,,,,,,
C,6008,,-0.2,,116.8,,-2,1168,KALIMANTAN,,,,,,,,,,,
C,6019,,-0.5,,102.8,,-5,1028,SUMATRA,,,,,,,,,,,
C,6020,,-0.5,,103.2,,-5,1032,SUMATRA,,,,,,,,,,,
C,6030,,0.9,,102.7,,9,1027,SUMATRA,,,,,,,,,,,
C,6033,,-1,,104.3,,-10,1043,SUMATRA,,,,,,,,,,,
C,6034,,-1,,109.7,,-10,1097,KALIMANTAN,,,,,,,,,,,
C,6049,,1.4,,102.2,,14,1022,SUMATRA,,,,,,,,,,,
C,6051,,-1.5,,103.5,,-15,1035,SUMATRA,,,,,,,,,,,
C,6062,,-1.7,,132,,-17,1320,IRIAN JAYA,,,,,,,,,,,
C,6069,,-2,,104,,-20,1040,SUMATRA,,,,,,,,,,,
C,6072,,-2,,110.2,,-20,1102,KALIMANTAN,,,,,,,,,,,
C,6080,,-2.3,,101,,-23,1010,SUMATRA,,,,,,,,,,,
C,6082,,-2.3,,113.9,,-23,1139,KALIMANTAN,,,,,,,,,,,
C,6089,,-2.5,,104.5,,-25,1045,SUMATRA,,,,,,,,,,,
C,6090,,-2.5,,110.8,,-25,1108,KALIMANTAN,,,,,,,,,,,
C,6091,,-2.5,,133.1,,-25,1331,IRIAN JAYA,,,,,,,,,,,
C,6102,,-2.8,,101.4,,-28,1014,MALAYSIA,,,,,,,,,,,
C,6103,,2.8,,112,,28,1120,SARAWAK,,,,,,,,,,,
C,6108,,-3,,105.5,,-30,1055,SUMATRA,,,,,,,,,,,
C,6109,,-3,,106.3,,-30,1063,SUMATRA,,,,,,,,,,,
C,6110,,3,,112.5,,30,1125,SARAWAK,,,,,,,,,,,
C,6115,,-3.2,,112,,-32,1120,KALIMANTAN,,,,,,,,,,,
C,6121,,-3.3,,113.8,,-33,1138,KALIMANTAN,,,,,,,,,,,
C,6124,,-3.4,,101.3,,-34,1013,MALAYSIA,,,,,,,,,,,
C,6127,,-3.4,,114.5,,-34,1145,KALIMANTAN,,,,,,,,,,,
C,6148,,-4,,105.7,,-40,1057,SUMATRA,,,,,,,,,,,
C,6184,,-5,,137.5,,-50,1375,IRIAN JAYA,,,,,,,,,,,
C,6209,,-5.5,,139,,-55,1390,IRIAN JAYA,,,,,,,,,,,
C,6262,,-6.8,,107,,-68,1070,JAVA,,,,,,,,,,,
C,6280,,-6.9,,134.1,,-69,1341,CAROLINE I,,,,,,,,,,,
C,6287,,-7,,138.7,,-70,1387,IRIAN JAYA,,,,,,,,,,,
C,6307,,-7.4,,111.4,,-74,1114,JAVA,,,,,,,,,,,
C,6661,,18.2,,-65.6,,182,-656,PUERTO RIC,,,,,,,,,,,
C,6663,,18.3,,-78.3,,183,-783,JAMAICA,,,,,,,,,,,
C,6666,,18.4,,-66,,184,-660,PUERTO RIC,,,,,,,,,,,
C,6672,,18.5,,-66.7,,185,-667,PUERTO RIC,,,,,,,,,,,
C,6715,,20.6,,-77.2,,206,-772,CUBA,,,,,,,,,,,
C,6756,,21.6,,-82.8,,216,-828,CUBA,,,,,,,,,,,
C,6780,,22,,-84,,220,-840,CUBA,,,,,,,,,,,
C,6794,,22.3,,-81.8,,223,-818,CUBA,,,,,,,,,,,
C,6950,,26,,-80.4,,260,-804,USA/FL,,,,,,,,,,,
C,6972,,26.6,,-80.8,,266,-808,USA/FL,,,,,,,,,,,
C,6989,,27.1,,-81.7,,271,-817,USA/FL,,,,,,,,,,,
C,7039,,28.4,,-81.4,,284,-814,USA/FL,,,,,,,,,,,
C,7043,,28.7,,-82.4,,287,-824,USA/FL,,,,,,,,,,,
C,7050,,28.8,,-81.6,,288,-816,USA/FL,,,,,,,,,,,
C,7055,,28.9,,-81.9,,289,-819,USA/FL,,,,,,,,,,,
C,7065,,29.3,,-81.5,,293,-815,USA/FL,,,,,,,,,,,
C,7087,,29.9,,-92.5,,299,-925,USA/LA,,,,,,,,,,,
C,7090,,30.1,,-81.7,,301,-817,USA/FL,,,,,,,,,,,
C,7093,,30.3,,-87.7,,303,-877,USA/AL,,,,,,,,,,,
C,7099,,30.4,,-84.5,,304,-845,USA/FL,,,,,,,,,,,
C,7102,,30.4,,-88.3,,304,-883,USA/AL,,,,,,,,,,,
C,7106,,30.7,,-88,,307,-880,USA/AL,,,,,,,,,,,
C,7110,,31.1,,-87.9,,311,-879,USA/AL,,,,,,,,,,,
C,7154,,33.7,,-117.8,,337,-1178,USA/CA,,,,,,,,,,,
C,7155,,33.7,,-117.9,,337,-1179,USA/CA,,,,,,,,,,,
C,7163,,34.1,,-78.2,,341,-782,USA/NC,,,,,,,,,,,
C,7179,,34.6,,-120.5,,346,-1205,USA/CA,,,,,,,,,,,
C,7186,,34.9,,-77.1,,349,-771,USA/NC,,,,,,,,,,,
C,7198,,35.6,,-76.5,,356,-765,USA/NC,,,,,,,,,,,
C,7199,,35.7,,-83.4,,357,-834,USA/TN,,,,,,,,,,,
C,7208,,36.3,,-76.3,,363,-763,USA/NC,,,,,,,,,,,
C,7209,,36.3,,-116.3,,363,-1163,USA/CA,,,,,,,,,,,
C,7211,,36.6,,-76.5,,366,-765,USA/VA,,,,,,,,,,,
C,7212,,36.7,,-121.7,,367,-1217,USA/CA,,,,,,,,,,,
C,7219,,37.1,,-121.9,,371,-1219,USA/CA,,,,,,,,,,,
C,7237,,38.1,,-121.3,,381,-1213,USA/CA,,,,,,,,,,,
C,7238,,38.1,,-121.8,,381,-1218,USA/CA,,,,,,,,,,,
C,7251,,39.1,,-123.6,,391,-1236,USA/CA,,,,,,,,,,,
C,7253,,39.5,,-74.4,,395,-744,USA/NJ,,,,,,,,,,,
C,7256,,39.9,,-83.2,,399,-832,USA/OH,,,,,,,,,,,
C,7259,,40,,-105.6,,400,-1056,USA/CO,,,,,,,,,,,
C,7260,,40.2,,-84.6,,402,-846,USA/OH,,,,,,,,,,,
C,7266,,40.7,,-74.4,,407,-744,USA/NJ,,,,,,,,,,,
C,7269,,40.8,,-81.4,,408,-814,USA/OH,,,,,,,,,,,
C,7270,,40.8,,-81.9,,408,-819,USA/OH,,,,,,,,,,,
C,7271,,41,,-72.4,,410,-724,USA/NY,,,,,,,,,,,
C,7273,,41,,-83.5,,410,-835,USA/OH,,,,,,,,,,,
C,7276,,41.1,,-73.8,,411,-738,USA/NY,,,,,,,,,,,
C,7277,,41.1,,-74.6,,411,-746,USA/NJ,,,,,,,,,,,
C,7280,,41.1,,-87.1,,411,-871,USA/IN,,,,,,,,,,,
C,7282,,41.2,,-81.3,,412,-813,USA/OH,,,,,,,,,,,
C,7283,,41.2,,-82.5,,412,-825,USA/OH,,,,,,,,,,,
C,7284,,41.2,,-85.5,,412,-855,USA/IN,,,,,,,,,,,
C,7285,,41.2,,-106.3,,412,-1063,USA/WY,,,,,,,,,,,
C,7287,,41.3,,-72,,413,-720,USA/CT,,,,,,,,,,,
C,7288,,41.3,,-72.7,,413,-727,USA/CT,,,,,,,,,,,
C,7289,,41.3,,-80.4,,413,-804,USA/PA,,,,,,,,,,,
C,7292,,41.4,,-70.6,,414,-706,USA/MA,,,,,,,,,,,
C,7293,,41.4,,-74.4,,414,-744,USA/NY,,,,,,,,,,,
C,7294,,41.4,,-86.2,,414,-862,USA/IN,,,,,,,,,,,
C,7297,,41.6,,-70.9,,416,-709,USA/MA,,,,,,,,,,,
C,7299,,41.6,,-72.2,,416,-722,USA/CT,,,,,,,,,,,
C,7301,,41.6,,-80.7,,416,-807,USA/OH,,,,,,,,,,,
C,7302,,41.6,,-83.3,,416,-833,USA/OH,,,,,,,,,,,
C,7303,,41.6,,-86.4,,416,-864,USA/IN,,,,,,,,,,,
C,7304,,41.6,,-87.2,,416,-872,USA/IN,,,,,,,,,,,
C,7308,,41.7,,-84.7,,417,-847,USA/OH,,,,,,,,,,,
C,7309,,41.7,,-85,,417,-850,USA/IN,,,,,,,,,,,
C,7314,,41.9,,-71.9,,419,-719,USA/CT,,,,,,,,,,,
C,7315,,41.9,,-79.3,,419,-793,USA/PA,,,,,,,,,,,
C,7317,,41.9,,-84.2,,419,-842,USA/MI,,,,,,,,,,,
C,7318,,41.9,,-85.6,,419,-856,USA/MI,,,,,,,,,,,
C,7320,,42,,-90,,420,-900,USA/IL,,,,,,,,,,,
C,7321,,42,,-121.6,,420,-1216,USA/OR,,,,,,,,,,,
C,7323,,42.1,,-79.9,,421,-799,USA/PA,,,,,,,,,,,
C,7324,,42.1,,-121.9,,421,-1219,USA/OR,,,,,,,,,,,
C,7325,,42.2,,-83.7,,422,-837,USA/MI,,,,,,,,,,,
C,7326,,42.2,,-85.9,,422,-859,USA/MI,,,,,,,,,,,
C,7331,,42.4,,-88.2,,424,-882,USA/IL,,,,,,,,,,,
C,7332,,42.4,,-90.6,,424,-906,USA/IL,,,,,,,,,,,
C,7335,,42.5,,-83.7,,425,-837,USA/MI,,,,,,,,,,,
C,7339,,42.6,,-122.1,,426,-1221,USA/OR,,,,,,,,,,,
C,7340,,42.7,,-71.3,,427,-713,USA/MA,,,,,,,,,,,
C,7341,,42.7,,-73.2,,427,-732,USA/MA,,,,,,,,,,,
C,7343,,42.8,,-71.7,,428,-717,USA/NH,,,,,,,,,,,
C,7344,,42.8,,-84.4,,428,-844,USA/MI,,,,,,,,,,,
C,7345,,42.8,,-85.6,,428,-856,USA/MI,,,,,,,,,,,
C,7349,,42.9,,-89.8,,429,-898,USA/WI,,,,,,,,,,,
C,7350,,42.9,,-93.4,,429,-934,USA/IO,,,,,,,,,,,
C,7351,,43,,-72.2,,430,-722,USA/NH,,,,,,,,,,,
C,7352,,43,,-77.9,,430,-779,USA/NY,,,,,,,,,,,
C,7357,,43.1,,-71,,431,-710,USA/NH,,,,,,,,,,,
C,7358,,43.1,,-75.8,,431,-758,USA/NY,,,,,,,,,,,
C,7359,,43.1,,-76.5,,431,-765,USA/NY,,,,,,,,,,,
C,7360,,43.1,,-83.4,,431,-834,USA/MI,,,,,,,,,,,
C,7361,,43.1,,-93.7,,431,-937,USA/IA,,,,,,,,,,,
C,7362,,43.1,,-94.9,,431,-949,USA/IO,,,,,,,,,,,
C,7363,,43.1,,-124.4,,431,-1244,USA/OR,,,,,,,,,,,
C,7364,,43.2,,-75.5,,432,-755,USA/NY,,,,,,,,,,,
C,7365,,43.3,,-76.3,,433,-763,USA/NY,,,,,,,,,,,
C,7366,,43.3,,-78.1,,433,-781,USA/NY,,,,,,,,,,,
C,7368,,43.3,,-95.3,,433,-953,USA/IA,,,,,,,,,,,
C,7370,,43.4,,-71.5,,434,-715,USA/NH,,,,,,,,,,,
C,7371,,43.4,,-86.1,,434,-861,USA/MI,,,,,,,,,,,
C,7373,,43.4,,-94.5,,434,-945,USA/IO,,,,,,,,,,,
C,7374,,43.4,,-124,,434,-1240,USA/OR,,,,,,,,,,,
C,7376,,43.5,,-83.1,,435,-831,USA/MI,,,,,,,,,,,
C,7379,,43.5,,-93.2,,435,-932,USA/IO,,,,,,,,,,,
C,7385,,43.8,,-75.3,,438,-753,USA/NY,,,,,,,,,,,
C,7390,,43.9,,-74,,439,-740,USA/NY,,,,,,,,,,,
C,7393,,43.9,,-85.3,,439,-853,USA/MI,,,,,,,,,,,
C,7394,,43.9,,-89.1,,439,-891,USA/WI,,,,,,,,,,,
C,7397,,44.1,,-123.4,,441,-1234,USA/OR,,,,,,,,,,,
C,7400,,44.3,,-84.5,,443,-845,USA/MI,,,,,,,,,,,
C,7401,,44.4,,-73.4,,444,-734,USA/NY,,,,,,,,,,,
C,7402,,44.4,,-74.4,,444,-744,USA/NY,,,,,,,,,,,
C,7403,,44.4,,-85.5,,444,-855,USA/MI,,,,,,,,,,,
C,7405,,44.4,,-89.7,,444,-897,USA/WI,,,,,,,,,,,
C,7409,,44.6,,-73.3,,446,-733,USA/VT,,,,,,,,,,,
C,7410,,44.6,,-74,,446,-740,USA/NY,,,,,,,,,,,
C,7411,,44.6,,-75.3,,446,-753,USA/NY,,,,,,,,,,,
C,7414,,44.7,,-109.6,,447,-1096,USA/WY,,,,,,,,,,,
C,7416,,44.9,,-73,,449,-730,USA/VT,,,,,,,,,,,
C,7418,,44.9,,-93.5,,449,-935,USA/MN,,,,,,,,,,,
C,7421,,45.1,,-88,,451,-880,USA/WI,,,,,,,,,,,
C,7422,,45.1,,-92.9,,451,-929,USA/MN,,,,,,,,,,,
C,7423,,45.1,,-123,,451,-1230,USA/OR,,,,,,,,,,,
C,7424,,45.3,,-89,,453,-890,USA/WI,,,,,,,,,,,
C,7425,,45.3,,-122.9,,453,-1229,USA/OR,,,,,,,,,,,
C,7426,,45.3,,-123.8,,453,-1238,USA/OR,,,,,,,,,,,
C,7431,,45.5,,-87.5,,455,-875,USA/MI,,,,,,,,,,,
C,7434,,45.6,,-95.5,,456,-955,USA/MN,,,,,,,,,,,
C,7436,,45.7,,-87.8,,457,-878,USA/WI,,,,,,,,,,,
C,7439,,45.9,,-94.7,,459,-947,USA/MN,,,,,,,,,,,
C,7440,,46.1,,-84.2,,461,-842,USA/MI,,,,,,,,,,,
C,7441,,46.1,,-84.9,,461,-849,USA/MI,,,,,,,,,,,
C,7442,,46.1,,-89.8,,461,-898,USA/WI,,,,,,,,,,,
C,7443,,46.1,,-123.1,,461,-1231,USA/OR,,,,,,,,,,,
C,7444,,46.1,,-123.7,,461,-1237,USA/OR,,,,,,,,,,,
C,7446,,46.3,,-85.7,,463,-857,USA/MI,,,,,,,,,,,
C,7447,,46.3,,-123.7,,463,-1237,USA/WA,,,,,,,,,,,
C,7448,,46.4,,-92.1,,464,-921,USA/WI,,,,,,,,,,,
C,7449,,46.4,,-95.7,,464,-957,USA/MN,,,,,,,,,,,
C,7450,,46.4,,-124,,464,-1240,USA/WA,,,,,,,,,,,
C,7452,,46.6,,-91,,466,-910,USA/WI,,,,,,,,,,,
C,7453,,46.6,,-93.5,,466,-935,USA/MN,,,,,,,,,,,
C,7455,,46.7,,-85,,467,-850,USA/MI,,,,,,,,,,,
C,7460,,46.9,,-121.7,,469,-1217,USA/WA,,,,,,,,,,,
C,7463,,46.9,,-121.7,,469,-1217,USA/WA,,,,,,,,,,,
C,7466,,47,,-88.5,,470,-885,USA/MI,,,,,,,,,,,
C,7468,,47,,-93.4,,470,-934,USA/MN,,,,,,,,,,,
C,7469,,47,,-122.6,,470,-1226,USA/WA,,,,,,,,,,,
C,7475,,47.2,,-95.8,,472,-958,USA/MN,,,,,,,,,,,
C,7479,,47.3,,-122,,473,-1220,USA/WA,,,,,,,,,,,
C,7480,,47.3,,-122.2,,473,-1222,USA/WA,,,,,,,,,,,
C,7483,,47.5,,-95,,475,-950,USA/MN,,,,,,,,,,,
C,7484,,47.5,,-121.8,,475,-1218,USA/WA,,,,,,,,,,,
C,7486,,47.6,,-117.3,,476,-1173,USA/WA,,,,,,,,,,,
C,7487,,47.6,,-117.7,,476,-1177,USA/WA,,,,,,,,,,,
C,7490,,47.7,,-91.6,,477,-916,USA/MN,,,,,,,,,,,
C,7491,,47.7,,-92,,477,-920,USA/MN,,,,,,,,,,,
C,7492,,47.7,,-117.5,,477,-1175,USA/WA,,,,,,,,,,,
C,7496,,47.8,,-122,,478,-1220,USA/WA,,,,,,,,,,,
C,7497,,47.8,,-122.3,,478,-1223,USA/WA,,,,,,,,,,,
C,7499,,47.9,,-94.5,,479,-945,USA/MN,,,,,,,,,,,
C,7500,,48,,-117.3,,480,-1173,USA/WA,,,,,,,,,,,
C,7502,,48.1,,-121.8,,481,-1218,USA/WA,,,,,,,,,,,
C,7505,,48.3,,-94.9,,483,-949,USA/MN,,,,,,,,,,,
C,7506,,48.3,,-95.7,,483,-957,USA/MN,,,,,,,,,,,
C,7507,,48.3,,-122.4,,483,-1224,USA/WA,,,,,,,,,,,
C,7509,,48.4,,-93.8,,484,-938,USA/MN,,,,,,,,,,,
C,7510,,48.5,,-116.6,,485,-1166,USA/ID,,,,,,,,,,,
C,7514,,48.8,,-116.4,,488,-1164,USA/ID,,,,,,,,,,,
C,7515,,48.8,,-121.7,,488,-1217,USA/WA,,,,,,,,,,,
C,7517,,48.9,,-95.4,,489,-954,USA/MN,,,,,,,,,,,
C,7518,,48.9,,-122.5,,489,-1225,USA/WA,,,,,,,,,,,
C,7520,,49.3,,-95,,493,-950,USA/MN,,,,,,,,,,,
C,7560,,73.9,,-61.5,,739,-615,BAFFIN BAY,,,,,,,,,,,
C,7582,,68.4,,-149.4,,684,-1494,USA/AK,,,,,,,,,,,
C,7584,,56.5,,-158.4,,565,-1584,USA/AK,,,,,,,,,,,
C,7619,,34.3,,-118.5,,343,-1185,USA/CA,,,,,,,,,,,
C,7620,,34.4,,-117.9,,344,-1179,USA/CA,,,,,,,,,,,
C,7621,,38,,-121.8,,380,-1218,USA/CA,,,,,,,,,,,
C,7622,,36.8,,-121.7,,368,-1217,USA/CA,,,,,,,,,,,
C,7639,,38.2,,-80.3,,382,-803,USA/WV,,,,,,,,,,,
D,7524,,-36.2,,139.7,,-362,1397,AUSTRALIA,,,,,,,,,,,
D,7525,,-36.9,,140.8,,-369,1408,AUSTRALIA,,,,,,,,,,,
E,678,,-19.6,,126.4,,-196,1264,AUSTRALIA,,,,,,,,,,,
E,707,,-20,,127.9,,-200,1279,AUSTRALIA,,,,,,,,,,,
E,772,,-21.4,,124.8,,-214,1248,AUSTRALIA,,,,,,,,,,,
E,773,,-21.4,,128.7,,-214,1287,AUSTRALIA,,,,,,,,,,,
E,793,,-21.9,,126,,-219,1260,AUSTRALIA,,,,,,,,,,,
E,802,,-22,,123,,-220,1230,AUSTRALIA,,,,,,,,,,,
E,803,,-22,,123.8,,-220,1238,AUSTRALIA,,,,,,,,,,,
E,806,,-22,,129,,-220,1290,AUSTRALIA,,,,,,,,,,,
E,828,,-22.7,,123.4,,-227,1234,AUSTRALIA,,,,,,,,,,,
E,829,,-22.7,,128.8,,-227,1288,AUSTRALIA,,,,,,,,,,,
E,837,,-22.8,,131,,-228,1310,AUSTRALIA,,,,,,,,,,,
E,840,,-22.9,,132.4,,-229,1324,AUSTRALIA,,,,,,,,,,,
E,855,,-23.4,,128.5,,-234,1285,AUSTRALIA,,,,,,,,,,,
E,865,,-24,,113.5,,-240,1135,AUSTRALIA,,,,,,,,,,,
E,868,,-24,,126.3,,-240,1263,AUSTRALIA,,,,,,,,,,,
E,876,,-24.2,,128.8,,-242,1288,AUSTRALIA,,,,,,,,,,,
E,879,,-24.4,,139,,-244,1390,AUSTRALIA,,,,,,,,,,,
E,883,,-24.8,,126.2,,-248,1262,AUSTRALIA,,,,,,,,,,,
