LithologyCode,LithNumber,OldIDNumber,LAT,NS,LONG,EW,Continent,Country,GeogComments,LMU,Period,Stage,AgeComments, ,Lithology,Formation,LithComments,PrimaryReference,SeeAlso, 
E,1,E5034,30,N,7,E,Africa,Algeria,d'Hassi Touareg Anticlinorium,Upper,Cretaceous,,,,Evaporites,,,"Merabet,Popov(1972)","see also Claret,Tempere(1967); Busson,Cornee(1991)",
E,2,E5036,33,N,2,E,Africa,Algeria,western Saharan Atlas,Upper,Cretaceous,,mid-Cretaceous,,Evaporites,,,Sonatrach(1979),,
E,3,E5037,30,N,2,E,Africa,Algeria,central Sahara,Upper,Cretaceous,Turonian,,,Gypsum,,,"Toutin,Lefrans(1970)",,
E,4,E5037.1,-15,S,12,E,Africa,Angola,Mocamedes Basin,Lower,Cretaceous,Albian,,,Evaporites,,,Coward et al.(1999),,
E,5,E5037.2,-12,S,13,E,Africa,Angola,,Lower,Cretaceous,Albian,,,Evaporites,,,Coward et al.(1999),,
E,6,E5037.3,-12,N,13,E,Africa,Angola,Kwanza Basin,L -  U,Cretaceous,late Aptian through Turonian,,,Evaporites,Quisounde and Cabo Ledo evaporites,,"Katz,Mello(2000)",,
E,7,E5038.1,29,N,28,E,Africa,Egypt,Western Desert,Upper,Cretaceous,Cenomanian,,,Evaporites,,,El Hawat(1997),,
E,8,E5039,5,N,47,E,Africa,Ethiopia,Ogadan region,L - U?,Cretaceous,,,,Gypsum,Mustahil and Ferer Gypsums Frms,,Barnes(1967),,
E,9,E5040,32,N,21,E,Africa,Libya,,Upper,Cretaceous,,,,Evaporites,,,"Claypool et al.(1980, Appendix)",,
E,10,E5041,29,N,19,E,Africa,Libya,,Upper,Cretaceous,Turonian?,,,Evaporites,,"see also Nairn(1978), Etel Formation, Turonian;","Claypool et al.(1980, Appendix)","El-Alami(1996);Hallett,El-Ghoul(1996);Mansour,Magairhy(1996)",
E,11,E5041.2,27.5,N,22.5,E,Africa,Libya,,Upper,Cretaceous,(pre Campanian age),,,Evaporites,"Rakb, (including Rakb IV and III)",,Bu Argoub(1996),,
E,12,E5041.1,26,N,12,E,Africa,Libya,offshore northwest Libya,Upper,Cretaceous,Cenomanian,,,Evaporites,Alagah,,"Rusk(2001, Fig.18)",,
E,13,E5046,20,N,0,,Africa,Mali ,"northeastern Mali, west of Adrar des Isforas ",Upper,Cretaceous,,,,Gypsum,,,"Lafranc,Guiraud(1990)",,
E,14,E5048,31,N,-5,W,Africa,Morocco,mid and High Atlas,Upper,Cretaceous,Cenomanian-Turonian to Campanian,,,Evaporites,,,"Ziegler(1988, Pl. 28)",,
E,15,E5049,31,N,-9,W,Africa,Morocco,d'Imi n'Tanout,Upper,Cretaceous,Cenomanian and Maastrichtian,,,Evaporites,,,"Daoudi,Deconinck(1994)",,
E,16,E5051,18,N,7,E,Africa,Niger,,Upper,Cretaceous,late Cenomanian-Turonian,"see also Moody(1997), for Cenomanian and Turonian",,Evaporites,,gypsiferous clays and salt,Greigert(1966),
E,17,E5052,5,N,6,E,Africa,Nigeria,Benue Valley,Upper,Cretaceous,Cenomanian,,,Evaporites,,,Offidile(1980),
E,18,E5054,13,N,10,E,Africa,Nigeria,Chad Basin,Upper,Cretaceous,Turonian-Santonian,,,Evaporites,Fika Shale,Kinasar- 1 borehole,Okosun(1992),
E,19,E5055,5,N,48,E,Africa,Somalia,coastal Somalia,L - U?,Cretaceous,,,,Evaporites,,,Barnes(1976),"see also Mbede,Dualeh(1997)"
E,20,E5058,-20,S,25,E,Africa,South Africa,northern Botswana,Upper,Cretaceous,,,,Evaporites,Kalahari Group,possible lacustrine evaporites,"Du Plessis,Le Roux(1995)",
E,21,E5059,36.5,N,8,E,Africa,Tunisia,,Upper,Cretaceous,Cenomanian and Turonian,,,Evaporites,,,"Camoin(1991, Fig. 2)",
E,22,E5060,37,N,9,E,Africa,Tunisia,Tunisia,Upper,Cretaceous,Cenomanian,,,Evaporites,,,Abdallah(1989),
E,23,E5059.1,32.5,N,10,E,Africa,Tunisia,Dahar,Upper,Cretaceous,Cenomanian,,,Evaporites,,,"Barale et al.(1998, Fig. 1)",
E,24,E5059.2,34,N,11,E,Africa,Tunisia,eastern Tunisia offshore,L - U?,Cretaceous,,,,Evaporites,Fahdene,,"Rusk(2001, Fig.18)",
E,25,E5060.1,27.5,N,51,E,Asia,Arabia,,Lower,Cretaceous,late Albian,,,Evaporites,,,"Murris(1980, Fig. 14)",
E,26,E5061,37,N,82,E,Asia,China,Northwest China:southern Xinjiang,Upper,Cretaceous,"Maasstrichtian, Turonian-Santonian",,,Evaporites,,marine evaporites,Pan Hua-Zhang(1990),
E,27,E5062,38,N,76,E,Asia,China,Northwest China:Wucha,Upper,Cretaceous,,,,Gypsum,Kukeba and Wuyikake Frms,,The Compiling Group of the Regional Stratigraphic Chart of Xinjiang(1981),
E,28,E5063,38,N,76,E,Asia,China,Northwest China:southern Yinjisha,Upper,Cretaceous,,,,Gypsum,"Kukebai, Wuyikake and Yinjisha Frms",,The Compiling Group of the Regional Stratigraphic Chart of Xinjiang(1981),
E,29,E5064,38,N,78,E,Asia,China,Northwest China:Pishan,Upper,Cretaceous,,,,Gypsum,Keliyang,,The Compiling Group of the Regional Stratigraphic Chart of Xinjiang(1981),
E,30,E5064.2,37,N,103,E,Asia,China,Northwest China:Yongdeng,L - U?,Cretaceous,,,,Gypsum,,,"The Stratigraphic Team of Qilianshan, Academia Sinica(1963)",
