LithologyCode,LithNumber,OldIDNumber,,LAT,NS,LONG,EW,Continent,Country,,GeogComments,LMU,Period,Series,Stage,AgeComments,Lithology,Formation,LithComments,PrimaryReference,SeeAlso
C,127,C1960,,37.3,N,101.6,E,Asia,China,,"N.China:Menyuan,Qinghai",L - M - U?,Carboniferous,Pennsylvanian,,,Coals,Tiayuan,,Li et al.(1994),
C,128,C1961,,37.8,N,95.3,E,Asia,China,,"N.China:Daqaidan,Qinghai",L - M - U?,Carboniferous,Pennsylvanian,,,Coals,Zabusagarxiu,,Wang Zhen-ji(1990),
C,129,C1962,,36.9,N,98.4,E,Asia,China,,N.China:Wulan Qinghai,L - M - U?,Carboniferous,Pennsylvanian,,,Coals,Zabusagarxiu,,The Bureau of Geology and Mineral Resources of Qinghai Province(1991),
C,130,C1963,,37.4,N,105.6,E,Asia,China,,"N.China:Zhongning,Ningxia",L - M - U?,Carboniferous,Pennsylvanian,,,Coals,Tiayuan,,Li et al.(1994),
C,131,C1964,,37.2,N,106.4,E,Asia,China,,"N.China:Weizhou,Ningxia",L - M - U?,Carboniferous,Pennsylvanian,,,Coals,Tiayuan,,Li et al.(1994),
C,132,C1965,,39,N,106.3,E,Asia,China,,"N.China:Shizuzi,Ningxia",L - M - U?,Carboniferous,Pennsylvanian,,,Coals,Tiayuan,,Li et al.(1994),
C,133,C1966,,36,N,106.2,E,Asia,China,,"N.China:Guyuan,Ningxia",L - M - U?,Carboniferous,Pennsylvanian,,,Coals,Tiayuan,,Li et al.(1994),
C,134,C1967,,37.4,N,110.7,E,Asia,China,,"N.China:Wubao,Shanxi",L - M - U?,Carboniferous,Pennsylvanian,,,Coals,Tiayuan,,The Bureau of Geology and Mineral Resources of Shanxi Province(1991),
C,135,C1968,,35,N,109.1,E,Asia,China,,"N.China:Tongchuan,Shanxi",L - M - U?,Carboniferous,Pennsylvanian,,,Coals,Tiayuan,,Li et al.(1994),
C,136,C1969,,39.3,N,112.4,E,Asia,China,,"N.China:Shuozhou,Shanxi",L - M - U?,Carboniferous,Pennsylvanian,,,Coals,Tiayuan,,The Bureau of Geology and Mineral Resources of Shanxi Province(1991),
C,137,C1970,,37.3,N,113.5,E,Asia,China,,"N.China:Heshun,Shanxi",L - M - U?,Carboniferous,Pennsylvanian,,,Coals,Tiayuan,,The Bureau of Geology and Mineral Resources of Shanxi Province(1991),
