LithologyCode,LithNumber,OldIDNumber,,LAT,NS,LONG,EW,Continent,Country,,GeogComments,LMU,Period,Series,Stage,AgeComments,Lithology,Formation,LithComments,PrimaryReference,SeeAlso
E,63,E6051,,34,N,-81,W,North America,United States,,South Carolina:Orangeburg,Middle,Paleogene,Eocene,,Middle Eocene,Evaporites,McBean,magadi-type chert,"Sheppard,Gude(1986)",see also Houser(1985)
E,64,E6052,,41,N,-116,W,North America,United States,,Nevada,L -M -U?,Paleogene,Eocene,,,Evaporites,Elko,gypsum beneath coal-bearing beds,Palmer(1984),
E,65,E6053,,42,N,-110,W,North America,United States,,Wyoming and adjacent states,Middle,Paleogene,Eocene,,Eocene,Evaporites,Green River,,"Deardorff(1963),Bradley(1966)",
E,66,E6053.1,,-37,S,-57,W,South America,Argentina,,,Middle,Paleogene,Eocene,,Eocene,Evaporites,Los Cardos,,Urien(1981),
E,67,E6053.2,,-25,S,-66,W,South America,Argentina,,,Middle,Paleogene,Eocene,,later Eocene,Evaporites,"Lumbrera,""Franja Verde"" Frms",,Omil et al.(1989),
CA,68,CA6054,,35,N,-1,W,Africa,Algeria,,Oran and Constantine areas,Middle,Paleogene,Eocene,,Middle and Upper Eocene,Calcretes,,,Bensalah et al.(1991),
CA,69,CA6055,,34,N,7,E,Africa,Algeria,,Oran and Constantine areas,Middle,Paleogene,Eocene,,Middle and Upper Eocene,Calcretes,,,Bensalah et al.(1991),
CA,70,CA6055.1,,28,N,3,E,Africa,Algeria,,Saharan locale,M  - U,Paleogene,Eocene,,"latest Eocene or earliest Oligocene,dated by means of charophytes",Calcretes,,,Melbrouk et al.(1997),
CA,71,CA6055.2,,30,N,-5,W,Africa,Algeria,,Saharan locale,Middle,Paleogene,Eocene,,"Middle-Late Eocene,dated by means of charophytes",Calcretes,,,Melbrouk et al.(1997),
CA,72,CA6056,,32,N,10,E,Africa,Tunisia,,central and southern Tunisia,Middle,Paleogene,Eocene,,Eocene,Calcretes,,,"Kogbe,Burollet(1990)",
CA,73,CA6057,,35.11,N,8.48,E,Africa,Tunisia,,Kasserine region,L -M -U?,Paleogene,Eocene,,,Calcretes,,,Sassi et al.(1984),
CA,74,CA6057.1,,46,N,67,E,Asia,C.I.S.(frm U.S.S.R.),,,L  - M,Paleogene,Eocene,,Maastrichtian-Middle Eocene,Calcretes,,humid-arid zone boundary,"Erofeev,Tsekhovskii(1982, 1983)",
CA,75,CA6057.2,,48,N,82.5,E,Asia,C.I.S.(frm U.S.S.R.),,,L  - M,Paleogene,Eocene,,Maastrichtian-Middle Eocene,Calcretes,,humid-arid zone boundary,"Erofeev,Tsekhovskii(1982, 1983)",
CA,76,CA6057.3,,46,N,69,E,Asia,C.I.S.(frm U.S.S.R.),,,Middle,Paleogene,Eocene,,later Middle Eocene-Late Eocene,Calcretes,,,"Erofeev,Tsekhovskii(1982, 1983)",
