"","V1","V2","V3","V4"
"95%",-51.0067278474342,51.0067278474342,NA,NA
"75%",-33.6476889731828,33.6476889731828,NA,NA
"50%",-23.5595817945136,-2.02967802872953,2.02967802872961,23.5595817945136
