"","V1","V2","V3","V4"
"95%",-54.6930317455373,54.6930317455373,NA,NA
"75%",-41.8018575176886,-2.877011741203,2.87701174120298,41.8018575176886
"50%",-38.7532936786534,-13.8477855623959,13.8477855623959,38.7532936786534
