"","V1","V2","V3","V4"
"95%",-49.0942410963418,49.0942410963419,NA,NA
"75%",-35.7840248753647,-1.82246521808265,1.82246521808267,35.7840248753647
"50%",-31.8816919103736,-10.9784309575113,10.9784309575113,31.8816919103736
