"","V1","V2","V3","V4"
"95%",-49.6405050972535,58.0075237845437,NA,NA
"75%",-28.1777762696642,43.8638791189368,NA,NA
"50%",-17.2481237562547,-16.5065883912866,-1.68797872962089,42.0762793653133
