"","V1","V2","V3","V4"
"95%",-50.1705865866005,49.8004064852299,NA,NA
"75%",-36.8168428370786,2.06184030887876,9.60614446195486,38.8267733178464
"50%",-32.014885881049,-6.21928393538814,18.3409122916026,33.989717154631
