"","V1","V2","V3","V4"
"95%",-54.4843879162253,52.6588368857117,NA,NA
"75%",-38.7766558468515,-29.078331116293,-12.1633442104457,46.5961596340001
"50%",3.34304845804581,37.8967350700863,NA,NA
