"","V1","V2","V3","V4"
"95%",-51.739510490707,55.0761016864008,NA,NA
"75%",-32.8261573019772,-3.71957712820628,-2.54042890557613,40.321964932019
"50%",-28.725572056537,-15.2073627167878,6.93254167643558,38.2986050963333
