"","V1","V2","V3","V4"
"95%",-79.8250954083957,-33.822364247522,-8.09830337189933,86.9738563393674
"75%",-71.7412929076905,-56.0849384484019,20.5846590615283,85.445764241759
"50%",26.8041317020452,48.9751565421307,62.383717391731,84.2825415319609
