"","V1","V2","V3","V4"
"95%",-58.8703097450448,72.2549257943759,NA,NA
"75%",-47.9549923311999,-38.4842891152864,-13.3395399939097,64.2113691378523
"50%",0.379270503323084,51.1428089411966,NA,NA
