"","V1","V2","V3","V4"
"95%",-44.6562362748084,71.9306704488979,NA,NA
"75%",-25.6343480918637,47.491971999975,NA,NA
"50%",-23.2748156706232,7.55537560421165,28.4837336792489,42.7427649588234
