"","V1","V2","V3","V4"
"95%",-35.3271551555616,NA,NA,NA
"75%",-13.4356801535194,41.4654044489666,65.5441423464068,87.0566011260975
"50%",-5.3521886052744,32.7334705078369,75.5508614374456,80.5588791045493
