"","V1","V2","V3","V4"
"95%",-53.9934525760778,53.9934525760778,NA,NA
"75%",-49.5904306438355,-15.0476372300302,15.0476372300302,49.5904306438355
"50%",-44.5701565082397,-24.9155540055603,24.9155540055603,44.5701565082397
