"","V1","V2","V3","V4"
"95%",-53.6271978974773,53.6271978974773,NA,NA
"75%",-37.1768089242774,37.1768089242774,NA,NA
"50%",-27.4804839271987,-3.28981487611875,3.28981487611893,27.4804839271988
