"","V1","V2","V3","V4"
"95%",-54.5286395689076,54.5286395689076,NA,NA
"75%",-34.8376197548001,34.8376197548001,NA,NA
"50%",-23.1613720097044,-1.10183254394811,1.10183254394801,23.1613720097044
