"","V1","V2","V3","V4"
"95%",-50.9836220793187,50.9836220793187,NA,NA
"75%",-34.6078420809674,34.6078420809674,NA,NA
"50%",-30.102642059895,-7.68044743672363,7.68044743672362,30.102642059895
