"","V1","V2","V3","V4"
"95%",-51.0063233694975,51.0063233694975,NA,NA
"75%",-35.1685687317717,35.1685687317717,NA,NA
"50%",-32.2323646188996,-9.87524265680111,9.87524265680113,32.2323646188996
