"","V1","V2","V3","V4"
"95%",-55.494750661694,55.494750661694,NA,NA
"75%",-35.9738481059525,35.9738481059525,NA,NA
"50%",-27.3810366435384,-4.27114755101698,4.27114755101693,27.3810366435384
