"","V1","V2","V3","V4"
"95%",-54.2737743464235,54.2737743464235,NA,NA
"75%",-37.0112801329117,37.0112801329116,NA,NA
"50%",-33.1167110863936,-9.36912012453213,9.36912012453216,33.1167110863936
