"","V1","V2","V3","V4"
"95%",-53.1972431090934,53.1972431090934,NA,NA
"75%",-36.9644801524031,36.9644801524031,NA,NA
"50%",-32.8062192781661,-8.76237495993261,8.76237495993255,32.8062192781661
