"","V1","V2","V3","V4"
"95%",-57.3447493176669,-4.43990526635734,4.43990526635733,57.3447493176669
"75%",-49.9148803594237,-17.7821564761573,17.7821564761572,49.9148803594237
"50%",-43.6050188431795,-24.4800979421689,24.4800979421689,43.6050188431795
