"","V1","V2","V3","V4"
"95%",-51.8738597227359,57.0938598968033,NA,NA
"75%",-29.7730034268947,-0.340472029075595,1.2805024093595,47.0859767449546
"50%",-23.4261523820191,-13.5221883586095,10.1439340759998,45.8560682007853
