"","V1","V2","V3","V4"
"95%",-45.9388087486656,54.4668463927353,NA,NA
"75%",-29.1311523796927,-3.57051675086537,-1.97349209867821,41.1283573257772
"50%",-24.990707932724,-13.6562014625384,7.01409714830224,38.8284105442818
