"","V1","V2","V3","V4"
"95%",-49.9854946738144,-33.7879165245669,-11.7005264480264,66.9708221749502
"75%",8.09796002181751,51.4926136739367,NA,NA
"50%",17.9744443906937,42.5364399689794,NA,NA
