"","V1","V2","V3","V4"
"95%",-55.1397303475835,-3.4597258957834,5.02403136230017,59.4726211646498
"75%",-48.5669388715969,-15.9617100903065,21.1640490915557,51.6472679633643
"50%",-42.7016991968862,-20.9855954287871,28.9311525972038,44.6516601446238
