"","V1","V2","V3","V4"
"95%",-47.1779688681563,53.4238233782151,NA,NA
"75%",-27.1379792284275,-14.788350064127,-12.3537729242263,42.0128759622016
"50%",0.904668109682365,37.1866167410103,NA,NA
