"","x","y"
"1",-90,0
"2",-89.55,0
"3",-89.1,0
"4",-88.65,0
"5",-88.2,0
"6",-87.75,0
"7",-87.3,0
"8",-86.85,0
"9",-86.4,0
"10",-85.95,0
"11",-85.5,0
"12",-85.05,0
"13",-84.6,0
"14",-84.15,0
"15",-83.7,0
"16",-83.25,0
"17",-82.8,0
"18",-82.35,0
"19",-81.9,0
"20",-81.45,0
"21",-81,0
"22",-80.55,0
"23",-80.1,0.000274697995393615
"24",-79.65,0.000623000185417697
"25",-79.2,0.000983772611460929
"26",-78.75,0.0013566536817838
"27",-78.3,0.00174123353473384
"28",-77.85,0.002137053856595
"29",-77.4,0.00254360810927591
"30",-76.95,0.00296034139369696
"31",-76.5,0.00338665170207572
"32",-76.05,0.00382189035053469
"33",-75.6,0.00426536243447781
"34",-75.15,0.00471632933316146
"35",-74.7,0.00517400916507095
"36",-74.25,0.00563757906480323
"37",-73.8,0.00610617654919648
"38",-73.35,0.00657890293265419
"39",-72.9,0.00705482469327472
"40",-72.45,0.00753297620511055
"41",-72,0.00801236360886884
"42",-71.55,0.00849196663341758
"43",-71.1,0.0089707429218627
"44",-70.65,0.00944763053611902
"45",-70.2,0.00992155228298736
"46",-69.75,0.0103914193571668
"47",-69.3,0.0108561349842672
"48",-68.85,0.0113145982915092
"49",-68.4,0.0117657088614904
"50",-67.95,0.0122083706028853
"51",-67.5,0.0126414960765225
"52",-67.05,0.0130640103660856
"53",-66.6,0.0134748563149431
"54",-66.15,0.0138729974860959
"55",-65.7,0.0142574231713192
"56",-65.25,0.0146271527172398
"57",-64.8,0.0149812387129717
"58",-64.35,0.0153187726823227
"59",-63.9,0.015638886905301
"60",-63.45,0.0159407601103213
"61",-63,0.0162236197510879
"62",-62.55,0.0164867461049836
"63",-62.1,0.0167294756883934
"64",-61.65,0.0169512039889638
"65",-61.2,0.0171513884255506
"66",-60.75,0.0173295506251013
"67",-60.3,0.0174852793826026
"68",-59.85,0.0176182324825867
"69",-59.4,0.0177281385206372
"70",-58.95,0.0178147973587661
"71",-58.5,0.0178780830853607
"72",-58.05,0.0179179435598075
"73",-57.6,0.0179344006401802
"74",-57.15,0.0179275513216815
"75",-56.7,0.0178975670535775
"76",-56.25,0.0178446921453805
"77",-55.8,0.0177692439945372
"78",-55.35,0.0176716114926105
"79",-54.9,0.0175522525207087
"80",-54.45,0.0174116928110441
"81",-54,0.0172505223039211
"82",-53.55,0.0170693937816059
"83",-53.1,0.0168690183145616
"84",-52.65,0.016650162529189
"85",-52.2,0.0164136447371257
"86",-51.75,0.0161603308368576
"87",-51.3,0.015891130443018
"88",-50.85,0.0156069911941813
"89",-50.4,0.0153088955652269
"90",-49.95,0.014997854719756
"91",-49.5,0.0146749044117029
"92",-49.05,0.014341099976193
"93",-48.6,0.0139975101819596
"94",-48.15,0.0136452135883313
"95",-47.7,0.0132852917145846
"96",-47.25,0.0129188258523075
"97",-46.8,0.0125468909178163
"98",-46.35,0.0121705508983908
"99",-45.9,0.0117908542985082
"100",-45.45,0.01140882935839
"101",-45,0.0110254810940541
"102",-44.55,0.010641785149732
"103",-44.1,0.0102586859763621
"104",-43.65,0.00987709273320127
"105",-43.2,0.0094978761001891
"106",-42.75,0.0091218653180001
"107",-42.3,0.0087498463665378
"108",-41.85,0.00838255991574026
"109",-41.4,0.0080206981379443
"110",-40.95,0.00766490539095032
"111",-40.5,0.0073157759411396
"112",-40.05,0.00697385328040951
"113",-39.6,0.00663963012617349
"114",-39.15,0.00631354819367282
"115",-38.7,0.00599599842366484
"116",-38.25,0.00568732189317603
"117",-37.8,0.00538780981550207
"118",-37.35,0.00509770558940218
"119",-36.9,0.00481720593754052
"120",-36.45,0.00454646136186268
"121",-36,0.00428557978660802
"122",-35.55,0.0040346263306214
"123",-35.1,0.00379362740574198
"124",-34.65,0.00356257117217979
"125",-34.2,0.00334141095383975
"126",-33.75,0.00313006728751608
"127",-33.3,0.00292842951671021
"128",-32.85,0.00273635966233129
"129",-32.4,0.00255369378882588
"130",-31.95,0.00238024519181365
"131",-31.5,0.00221580619682472
"132",-31.05,0.0020601506411018
"133",-30.6,0.00191303669693472
"134",-30.15,0.00177420878424186
"135",-29.7,0.00164339975637758
"136",-29.25,0.00152033317701485
"137",-28.8,0.0014047251871891
"138",-28.35,0.00129628650895495
"139",-27.9,0.00119472419858591
"140",-27.45,0.00109974337700519
"141",-27,0.00101104868699064
"142",-26.55,0.000928345864223809
"143",-26.1,0.000851343035113061
"144",-25.65,0.000779751855234923
"145",-25.2,0.000713288602237779
"146",-24.75,0.00065167524597673
"147",-24.3,0.000594640177116053
"148",-23.85,0.000541919004038143
"149",-23.4,0.000493255144833012
"150",-22.95,0.000448400419287785
"151",-22.5,0.000407115435956761
"152",-22.05,0.000369169933693811
"153",-21.6,0.000334343032109478
"154",-21.15,0.000302423482028069
"155",-20.7,0.000273209642718831
"156",-20.25,0.000246509595740083
"157",-19.8,0.000222141138108572
"158",-19.35,0.000199931650240269
"159",-18.9,0.000179717984383129
"160",-18.45,0.000161346300681525
"161",-18,0.000144671844041755
"162",-17.55,0.000129558709613119
"163",-17.1,0.000115879574115765
"164",-16.65,0.000103515390738407
"165",-16.2,9.23550931435777e-05
"166",-15.75,8.22952562121066e-05
"167",-15.3,7.32397727257787e-05
"168",-14.85,6.5099498173636e-05
"169",-14.4,5.77919228808699e-05
"170",-13.95,5.12408031538262e-05
"171",-13.5,4.53758356857812e-05
"172",-13.05,4.01323069170071e-05
"173",-12.6,3.54507606099006e-05
