"","V1","V2","V3","V4","V5","V6"
"95%",-87.7104008141831,-19.9592629439644,-11.6084020371324,11.6084020371324,19.9592629439644,87.722603500083
"75%",-86.2702024565868,-35.8937280569516,35.8937280569516,86.2728316936457,NA,NA
"50%",-82.3433237916267,-54.8396190687607,54.8396190687607,82.3433237916267,NA,NA
