"","V1","V2","V3","V4","V5","V6"
"95%",-83.4119771740176,-71.137862220483,-63.8813690068543,63.8813690068543,71.1378622204831,83.4134781528152
"75%",-43.9520765401394,43.9520765401394,NA,NA,NA,NA
"50%",-26.6997244487749,26.6997244487749,NA,NA,NA,NA
