"","V1","V2","V3","V4","V5","V6"
"95%",-67.3674585965914,-27.5741026185852,-26.9807061640504,26.9807061640505,27.5741026185852,67.3674585965914
"75%",-64.6302961748228,-36.0120398665014,-17.034977622562,17.034977622562,36.0120398665014,64.6302961748228
"50%",-59.7090060706127,-42.424678831152,-9.83992630207795,9.83992630207795,42.424678831152,59.7090060706127
