"","V1","V2","V3","V4"
"95%",-61.0210622820909,-9.96376944669396,9.96376944669397,61.0210622820909
"75%",-50.6135510582894,-20.5233494278291,20.5233494278291,50.6135510582893
"50%",-44.4708723389677,-26.5959796631959,26.5959796631959,44.4708723389677
