"","V1","V2","V3","V4"
"95%",-81.1162424300964,-32.3366817713273,27.6852657289509,77.6977661171094
"75%",-75.9823241556685,-41.7366481804887,40.8259035635948,69.8403017878374
"50%",-72.0139053864031,-46.8920755741449,50.1586276179137,62.3580540946026
