"","V1","V2","V3","V4"
"95%",-69.5562973386902,-23.9540154898823,44.2464148141705,82.9977174138856
"75%",-61.1460014688123,-33.5829909423174,53.9802334246815,78.7496837284925
"50%",-55.6236157430878,-39.3100204988545,59.708194576498,74.806235890323
