"","V1","V2","V3","V4"
"95%",-70.2005597997717,-30.9129541212002,-20.0517289757961,84.0193502781897
"75%",-61.3332749073539,-43.8556971899978,-2.89002274702251,75.7131080912577
"50%",10.4762362768347,67.4713938775007,NA,NA
