"","V1","V2","V3","V4"
"95%",-68.7031290739663,-29.1071008380776,-20.5531550434633,84.4481192669087
"75%",-59.8475858378914,-41.8077104660479,-8.10905000591884,70.3259661509393
"50%",1.23169313116232,58.3822126577022,NA,NA
