"","V1","V2","V3","V4"
"95%",-84.4063224827506,-27.2662596443531,15.3264357800795,88.9322915365639
"75%",-77.5131554589908,-76.0859739369771,28.0779035900332,87.7704947315199
"50%",52.3214560167049,82.2047253764579,NA,NA
