"","V1","V2","V3","V4","V5","V6"
"95%",-69.2139076441993,10.8412449121208,26.311731613985,83.6366205842318,NA,NA
"75%",-64.3299610632827,-34.0886690630209,-4.16729847197514,0.668008303918973,34.0261408744303,79.0069801219202
"50%",-56.9844114184476,-46.1399935808476,41.3794577046386,72.7545380388487,NA,NA
