"","V1","V2","V3","V4"
"95%",-72.5225532865028,-32.5174277633802,-8.17567960194768,78.4035732506816
"75%",-64.3801729345907,-50.0748581161273,14.5159837830928,73.7673403199246
"50%",31.8601697358652,67.3804322640053,NA,NA
