"","V1","V2","V3","V4","V5","V6"
"95%",-82.3498306625075,-23.054919080599,-20.8944771160529,20.8944771160529,23.054919080599,82.3498306625075
"75%",-78.9917782974996,-32.9863713172613,-11.8384752500233,11.8384752500233,32.9863713172613,78.9917782974996
"50%",-70.5092208268354,-39.6219571729848,-5.05233560621391,5.05233560621391,39.6219571729848,70.5092208268354
