"","V1","V2","V3","V4"
"95%",-87.7481821173992,-22.0444403665496,22.0444403665496,87.7481275952848
"75%",-83.7220501058282,-44.1029245414621,44.1029245414621,83.7220501058282
"50%",-81.1114919862567,-57.2631604702911,57.263160470291,81.1114919862567
