"","V1","V2","V3","V4","V5","V6"
"95%",-74.412107908757,-14.0007956604839,-9.59465156521644,9.59465156521646,14.0007956604838,74.412107908757
"75%",-70.8072503612454,-28.0156753733894,28.0156753733894,70.8072503612454,NA,NA
"50%",-64.1360915997907,-39.8839909382339,39.8839909382339,64.1360915997907,NA,NA
